is_incumbent,party,percent,votes,won,year,first_time_elected,count_victories,unemployement_rate,is_presidential_year,president_can_be_re_elected,president_overall_avg_job_approval,last_D_house_seats,last_R_house_seats,fundraising,district,president_party,last_house_majority,name,state
0.0,D,49.7,16461,1,1884,1884.0,0,6.049295774647884,1.0,1.0,0.4383202058920468,199.0,118.0,567730.6652794854,District 1,D,D,Barclay Henley,California
0.0,R,49.3,16316,0,1884,0.0,0,6.049295774647884,1.0,1.0,0.4383202058920468,199.0,118.0,567730.6652794854,District 1,D,D,Thomas L. Carothers,California
0.0,D,47.6,15676,0,1884,0.0,0,5.894444444444443,1.0,1.0,0.4383202058920468,199.0,118.0,567730.6652794854,District 5,D,D,Frank J. Sullivan,California
0.0,R,51.7,17014,1,1884,1884.0,0,5.894444444444443,1.0,1.0,0.4383202058920468,199.0,118.0,567730.6652794854,District 5,D,D,Charles N. Felton,California
0.0,D,40.6,10422,0,1884,0.0,0,5.877142857142855,1.0,1.0,0.4383202058920468,199.0,118.0,567730.6652794854,District 4,D,D,R. P. Hastings,California
0.0,R,49.4,18327,1,1884,1884.0,0,5.889855072463766,1.0,1.0,0.4383202058920468,199.0,118.0,567730.6652794854,District 2,D,D,James A. Louttit,California
1.0,R,48.8,16328,1,1886,1886.0,0,5.894444444444443,0.0,1.0,0.4383202058920468,183.0,141.0,567730.6652794854,District 5,D,D,Charles N. Felton ,California
0.0,D,42.0,9854,0,1886,0.0,0,5.877142857142855,0.0,1.0,0.4383202058920468,183.0,141.0,567730.6652794854,District 4,D,D,Frank McCoppin,California
1.0,R,48.6,11413,1,1886,1886.0,0,5.877142857142855,0.0,1.0,0.4383202058920468,183.0,141.0,567730.6652794854,District 4,D,D,William W. Morrow  ,California
0.0,D,48.4,16209,0,1886,0.0,0,5.894444444444443,0.0,1.0,0.4383202058920468,183.0,141.0,567730.6652794854,District 5,D,D,Frank J. Sullivan,California
0.0,D,47.1,18204,0,1886,0.0,0,6.1414285714285715,0.0,1.0,0.4383202058920468,183.0,141.0,567730.6652794854,District 6,D,D,Joseph D. Lynch,California
0.0,D,45.4,16901,0,1886,0.0,0,5.7901960784313715,0.0,1.0,0.4383202058920468,183.0,141.0,567730.6652794854,District 1,D,D,J. E. McCullough,Indiana
0.0,R,47.3,18259,1,1886,1886.0,0,6.1414285714285715,0.0,1.0,0.4383202058920468,183.0,141.0,567730.6652794854,District 6,D,D,William Vandever,California
1.0,R,53.0,15801,1,1886,1886.0,0,7.611111111111111,0.0,1.0,0.4383202058920468,183.0,141.0,567730.6652794854,District 3,D,D,Joseph McKenna ,California
0.0,D,50.0,17667,1,1886,1886.0,0,5.889855072463766,0.0,1.0,0.4383202058920468,183.0,141.0,567730.6652794854,District 2,D,D,Marion Biggs,California
0.0,D,44.5,13277,0,1886,0.0,0,7.611111111111111,0.0,1.0,0.4383202058920468,183.0,141.0,567730.6652794854,District 3,D,D,Henry C. McPike,California
0.0,R,49.0,18258,1,1886,1886.0,0,5.7901960784313715,0.0,1.0,0.4383202058920468,183.0,141.0,567730.6652794854,District 1,D,D,Alvin P. Hovey,Indiana
0.0,R,47.1,15526,0,1886,0.0,0,6.049295774647884,0.0,1.0,0.4383202058920468,183.0,141.0,567730.6652794854,District 1,D,D,Charles A. Garter,California
0.0,D,50.1,16499,1,1886,1886.0,0,6.049295774647884,0.0,1.0,0.4383202058920468,183.0,141.0,567730.6652794854,District 1,D,D,Thomas Larkin Thompson,California
0.0,R,47.0,16594,0,1886,0.0,0,5.889855072463766,0.0,1.0,0.4383202058920468,183.0,141.0,567730.6652794854,District 2,D,D,J. C. Campbell,California
0.0,R,46.6,17541,0,1888,0.0,0,5.889855072463766,1.0,1.0,0.4383202058920468,167.0,154.0,567730.6652794854,District 2,R,D,John A. Eagon,California
