district,is_incumbent,name,party,percent,state,votes,won,year,first_time_elected,count_victories,unemployement_rate,is_presidential_year,president_can_be_re_elected,president_party,president_overall_avg_job_approval,last_D_house_seats,last_R_house_seats,last_house_majority,fundraising
District 1,0.0,William D. Spillane,R,21.2,Hawaii,24470.0,0,1978,,0,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 32,1.0,Glenn M. Anderson ,D,71.4,California,74004.0,1,1978,1974.0,2,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 40,1.0,Robert Badham ,R,65.9,California,147882.0,1,1978,1978.0,0,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 40,0.0,Jim McGuy,D,34.1,California,76358.0,0,1978,,0,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 32,0.0,Sonya Mathison,R,22.4,California,23242.0,0,1978,,0,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 2,1.0,David Daniel Marriott ,R,62.26,Utah,121492.0,1,1978,1978.0,0,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 1,0.0,Jed J. Richardson,R,46.21,Utah,85028.0,0,1978,,0,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 24,1.0,Henry Waxman ,D,62.7,California,85075.0,1,1978,1976.0,1,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 4,1.0,James Paul Johnson ,R,61.18,Colorado,103121.0,1,1978,1974.0,2,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 5,0.0,Gerry Frank,D,34.41,Colorado,52914.0,0,1978,,0,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 35,0.0,David Dreier,R,46.0,California,68442.0,0,1978,1980.0,0,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 35,1.0,James F. Lloyd ,D,54.0,California,80388.0,1,1978,1976.0,1,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 7,1.0,George Miller ,D,63.4,California,109676.0,1,1978,1976.0,1,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 7,0.0,Paula Gordon,R,33.7,California,58332.0,0,1978,,0,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 9,0.0,Robert S. Allen,R,30.5,California,41138.0,0,1978,,0,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 6,1.0,Phillip Burton ,D,68.3,California,81801.0,1,1978,1976.0,1,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 6,0.0,Tom Spinosa,R,27.9,California,33515.0,0,1978,,0,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 4,0.0,Morgan Smith,D,38.82,Colorado,65421.0,0,1978,,0,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 9,1.0,Pete Stark ,D,65.4,California,88179.0,1,1978,1974.0,2,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 41,1.0,Bob Wilson ,R,58.1,California,107685.0,1,1978,1974.0,2,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 41,0.0,"King Golden, Jr.",D,41.9,California,77540.0,0,1978,,0,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 13,1.0,Norm Mineta ,D,57.5,California,100809.0,1,1978,1976.0,1,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 39,0.0,William E. Dannemeyer,R,63.7,California,112160.0,1,1978,1978.0,0,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 22,0.0,Robert S. Henry,D,35.4,California,54442.0,0,1978,,0,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 2,1.0,Donald H. Clausen ,R,52.0,California,114451.0,1,1978,1974.0,2,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 39,0.0,William E. Farris,D,36.3,California,63891.0,0,1978,,0,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 28,0.0,Julian C. Dixon,D,100.0,California,97592.0,1,1978,1978.0,0,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 22,1.0,Carlos Moorhead ,R,64.6,California,99502.0,1,1978,1974.0,2,5.8,0.0,1.0,D,0.455,292.0,143.0,D,
District 11,1.0,William Royer ,R,43.3,California,80100.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 36,0.0,John Paul Stark,R,43.4,California,73247.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 27,0.0,Carey Peck,D,46.5,California,100061.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 27,1.0,Bob Dornan ,R,51.0,California,109807.0,1,1980,1978.0,1,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 17,0.0,"Willard H. ""Bill"" Johnson",D,29.4,California,53780.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 36,1.0,"George Brown, Jr. ",D,52.5,California,88628.0,1,1980,1974.0,3,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 1,1.0,Cecil Heftel ,D,79.77,Hawaii,98256.0,1,1980,1978.0,1,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 1,0.0,Aloma Keen Noble,R,16.09,Hawaii,19819.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 20,1.0,"Barry Goldwater, Jr. ",R,78.8,California,199674.0,1,1980,1974.0,3,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 35,,David Dreier,R,51.8,California,100743.0,1,1980,1980.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 35,1.0,James F. Lloyd ,D,45.4,California,88279.0,0,1980,1976.0,2,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 31,0.0,Mervyn M. Dymally,D,64.4,California,69146.0,1,1980,1980.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 10,,Frank Wolf,R,51.14,Virginia,110840.0,1,1980,1980.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 17,1.0,Charles (Chip) Pashayan ,R,70.6,California,129159.0,1,1980,1980.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 11,0.0,Tom Lantos,D,46.4,California,85823.0,1,1980,1980.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 4,0.0,Hank Brown,R,68.42,Colorado,178221.0,1,1980,1980.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 15,1.0,Kika de la Garza ,D,70.02,Texas,105325.0,1,1980,1966.0,7,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 3,1.0,Raymond P. Kogovsek ,D,55.0,Colorado,105820.0,1,1980,1980.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 38,1.0,Jerry M. Patterson ,D,55.5,California,91880.0,1,1980,1976.0,2,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 10,1.0,Joseph L. Fisher ,D,48.85,Virginia,105883.0,0,1980,1976.0,2,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 38,0.0,Art Jacobson,R,40.0,California,66256.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 2,0.0,Harold L. Silverman,D,21.49,Maine,51026.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 2,1.0,Olympia Snowe ,R,78.51,Maine,186406.0,1,1980,1980.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 1,0.0,Eugene A. Chappie,R,53.7,California,145098.0,1,1980,1980.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 1,1.0,Harold T. Johnson ,D,39.8,California,107682.0,0,1980,1974.0,3,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 24,0.0,Roland Cayard,R,27.1,California,39744.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 20,0.0,Matt Miller,D,17.0,California,43024.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 24,1.0,Henry Waxman ,D,63.8,California,93569.0,1,1980,1976.0,2,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 3,0.0,Harold L. McCormick,R,44.0,Colorado,84292.0,0,1980,1978.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
At-Large,1.0,Tom Evans ,R,62.0,Delaware,133842.0,1,1980,1980.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 31,,Don Grimshaw,R,35.6,California,38203.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 29,0.0,Michael Arthur Hirt,R,11.1,California,10282.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 40,1.0,Robert Badham ,R,70.2,California,213999.0,1,1980,1978.0,1,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 7,1.0,George Miller ,D,63.3,California,142044.0,1,1980,1976.0,2,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 2,1.0,David Daniel Marriott ,R,67.02,Utah,194885.0,1,1980,1978.0,1,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 33,1.0,Wayne R. Grisham ,R,70.9,California,122439.0,1,1980,1980.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 33,0.0,Fred L. Anderson,D,29.1,California,50365.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 28,0.0,Robert Reid,R,16.9,California,23179.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 28,1.0,Julian C. Dixon ,D,79.2,California,108725.0,1,1980,1980.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 10,0.0,Joseph M. Lutton,R,27.9,California,45987.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 10,1.0,Don Edwards ,D,62.1,California,102231.0,1,1980,1974.0,3,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 15,0.0,R.L. (Lendy) McDonald,R,29.98,Texas,45090.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 1,0.0,Bill Richardson,D,48.99,New Mexico,120903.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 6,0.0,Tom Spinosa,R,25.6,California,34500.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 16,0.0,"W. A. ""Jack"" Roth",R,24.5,California,54675.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 16,1.0,Leon Panetta ,D,71.0,California,158360.0,1,1980,1978.0,1,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 6,1.0,Phillip Burton ,D,69.3,California,93400.0,1,1980,1976.0,2,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 4,0.0,Polly Baca,D,29.5,Colorado,76849.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 2,0.0,Arthur L. Monson,D,30.25,Utah,87967.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 2,1.0,Donald H. Clausen ,R,54.2,California,141698.0,1,1980,1974.0,3,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 25,1.0,Edward R. Roybal ,D,66.0,California,49080.0,1,1980,1974.0,3,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 5,0.0,Ed Schreiber,D,25.32,Colorado,62003.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 5,1.0,Ken Kramer ,R,72.41,Colorado,177319.0,1,1980,1980.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 43,1.0,Clair Burgener ,R,86.57,California,298815.0,1,1980,1976.0,2,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 43,0.0,Tom Metzger,D,13.43,California,46361.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 2,1.0,G. William Whitehurst ,R,89.84,Virginia,97319.0,1,1980,1980.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 23,1.0,Anthony C. Beilenson ,D,63.2,California,126020.0,1,1980,1978.0,1,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 32,1.0,Glenn M. Anderson ,D,65.9,California,84057.0,1,1980,1974.0,3,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 23,0.0,"Robert ""Bob"" Winckler",R,31.5,California,62742.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 1,1.0,Manuel Lujan ,R,51.01,New Mexico,125910.0,1,1980,1970.0,5,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 40,0.0,Michael F. Dow,D,21.8,California,66512.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 15,0.0,Ron Schwartz,R,25.2,California,37895.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 15,1.0,Tony Coelho ,D,71.8,California,108072.0,1,1980,1980.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 12,0.0,Kirsten Olsen,D,18.6,California,37009.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 32,0.0,John R. Adler,R,30.8,California,39260.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 21,1.0,James C. Corman ,D,48.2,California,73898.0,0,1980,1974.0,3,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 12,1.0,Pete McCloskey ,R,72.2,California,143817.0,1,1980,1974.0,3,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 21,0.0,Bobbi Fiedler,R,48.7,California,74674.0,1,1980,1980.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 29,1.0,Augustus F. Hawkins ,D,86.1,California,80095.0,1,1980,1974.0,3,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 8,0.0,Stanford Parris,R,48.8,Virginia,95624.0,1,1980,1972.0,1,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 8,1.0,Herbert Harris ,D,48.3,Virginia,94530.0,0,1980,1976.0,2,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 30,1.0,George E. Danielson ,D,72.1,California,74119.0,1,1980,1974.0,3,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 30,0.0,"J. Arthur ""Art"" Platten",R,23.5,California,24136.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 7,0.0,Giles St. Clair,R,31.4,California,70479.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 4,1.0,Marjorie Holt ,R,71.86,Maryland,120985.0,1,1980,1974.0,3,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 2,1.0,Daniel Akaka ,D,89.9,Hawaii,141477.0,1,1980,1978.0,1,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 19,0.0,Carmen Lodise,D,17.6,California,36990.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 19,1.0,Robert J. Lagomarsino ,R,77.7,California,162849.0,1,1980,1974.0,3,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 4,0.0,James J. Riley,D,28.14,Maryland,47375.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 18,0.0,Mary Pat Timmermans,D,29.0,California,51415.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 18,1.0,Bill Thomas ,R,71.0,California,126046.0,1,1980,1980.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 42,0.0,Duncan Hunter,R,53.3,California,79713.0,1,1980,1980.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 42,1.0,Lionel Van Deerlin ,D,46.7,California,69936.0,0,1980,1974.0,3,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 2,0.0,Norma K. Bork,D,42.0,California,109789.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
At-Large,0.0,Robert Maxwell,D,37.0,Delaware,81227.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 25,0.0,Richard E. Ferraro,R,28.4,California,21116.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 22,0.0,Pierce O'Donnell,D,31.9,California,57477.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 37,0.0,"Donald M. ""Don"" Rusk",D,25.1,California,58091.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 39,0.0,Leonard L. Lahtinen,D,23.7,California,54504.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 2,0.0,David King,D,34.0,New Mexico,55085.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 39,1.0,William E. Dannemeyer ,R,76.3,California,175228.0,1,1980,1980.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 41,0.0,Bill Lowery,R,52.7,California,123187.0,1,1980,1980.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 8,1.0,Ron Dellums ,D,55.5,California,108380.0,1,1980,1974.0,3,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 4,1.0,Vic Fazio ,D,65.3,California,133853.0,1,1980,1980.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 9,1.0,Pete Stark ,D,55.3,California,90504.0,1,1980,1974.0,3,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 1,0.0,Joseph Douglas Harkin,R,28.0,Indiana,43537.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 1,1.0,"Adam Benjamin, Jr.",D,72.0,Indiana,112016.0,1,1980,1976.0,2,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 34,1.0,Dan Lungren ,R,71.8,California,138024.0,1,1980,1980.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 5,0.0,Dennis McQuaid,R,45.3,California,89624.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 5,1.0,John Burton ,D,51.1,California,101105.0,1,1980,1974.0,3,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 1,0.0,James V. Hansen,R,52.1,Utah,157111.0,1,1980,1980.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 1,1.0,K. Gunn McKay ,D,47.9,Utah,144459.0,0,1980,1972.0,4,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 22,1.0,Carlos Moorhead ,R,63.9,California,115241.0,1,1980,1974.0,3,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 34,0.0,Simone,D,24.1,California,46351.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 9,0.0,"William J. ""Bill"" Kennedy",R,41.1,California,67265.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 14,1.0,Norman D. Shumway ,R,60.7,California,133979.0,1,1980,1978.0,1,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 13,0.0,"W. E. ""Ted"" Gagne",R,35.5,California,79766.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 8,0.0,Newton Steers,R,40.67,Maryland,101659.0,0,1980,1976.0,1,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 4,0.0,Albert Dehr,R,29.7,California,60935.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 13,1.0,Norm Mineta ,D,58.9,California,132246.0,1,1980,1976.0,2,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 26,0.0,Joseph Louis Lisoni,D,24.4,California,40099.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 2,0.0,Joe Skeen ,R,38.0,New Mexico,61564.0,1,1980,1980.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 26,1.0,John H. Rousselot ,R,70.9,California,116715.0,1,1980,1974.0,3,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 6,0.0,Vin Weber (IR),R,52.7,Minnesota,140402.0,1,1980,1980.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 14,0.0,Ann Cerney,D,36.2,California,79883.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 41,0.0,Bob Wilson,D,43.2,California,101101.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 8,1.0,Michael D. Barnes ,D,59.33,Maryland,148301.0,1,1980,1980.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 37,1.0,Jerry Lewis ,R,71.6,California,165371.0,1,1980,1980.0,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 8,0.0,Charles V. Hughes,R,39.2,California,76580.0,0,1980,,0,7.5,1.0,1.0,R,0.528,277.0,158.0,D,
District 13,0.0,Tom Kelly,R,31.4,California,52806.0,0,1982,,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 12,0.0,Ed Zschau,R,63.0,California,115365.0,1,1982,1982.0,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 8,0.0,Claude B. Hutchinson Jr.,R,44.1,California,95694.0,0,1982,,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 13,1.0,Norm Mineta ,D,65.9,California,110805.0,1,1982,1976.0,3,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 8,1.0,Stanford Parris ,R,49.7,Virginia,69620.0,1,1982,1982.0,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 24,0.0,Jerry Zerg,R,31.0,California,42133.0,0,1982,,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 10,1.0,Don Edwards ,D,62.7,California,77263.0,1,1982,1974.0,4,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 3,0.0,Tom Wiena,R,45.0,Colorado,77409.0,0,1982,,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 7,1.0,George Miller ,D,67.2,California,126952.0,1,1982,1976.0,3,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 40,1.0,Robert Badham ,R,71.5,California,144228.0,1,1982,1978.0,2,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 30,1.0,Matthew G. Martinez ,D,53.9,California,60905.0,1,1982,1982.0,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 17,1.0,Charles (Chip) Pashayan ,R,54.0,California,80271.0,1,1982,1980.0,1,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 17,0.0,Gene Tackett,D,46.0,California,68364.0,0,1982,,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 2,0.0,Barbara Vucanovich,R,55.49,Nevada,70188.0,1,1982,1982.0,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 2,0.0,Mary Gojack,D,41.32,Nevada,52265.0,0,1982,,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 37,0.0,Al McCandless,R,59.1,California,105065.0,1,1982,1982.0,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 27,0.0,Bart W. Christensen,R,37.0,California,67479.0,0,1982,,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 27,0.0,Mel Levine,D,59.5,California,108347.0,1,1982,1982.0,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 37,0.0,"Curtis R. ""Sam"" Cross",D,38.5,California,68510.0,0,1982,,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 8,0.0,Herbert Harris,D,48.6,Virginia,68071.0,0,1982,1974.0,1,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 10,0.0,Bob Herriott,R,33.7,California,41506.0,0,1982,,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 3,0.0,Howard C. Nielson,R,76.86,Utah,108478.0,1,1982,1982.0,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 34,0.0,Paul R. Jackson,R,42.8,California,51026.0,0,1982,,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 3,1.0,Raymond P. Kogovsek ,D,53.0,Colorado,92384.0,1,1982,1980.0,1,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 34,0.0,Esteban Torres,D,57.2,California,68316.0,1,1982,1982.0,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 28,1.0,Julian C. Dixon ,D,78.9,California,103469.0,1,1982,1980.0,1,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 35,1.0,Jerry Lewis ,R,68.3,California,112786.0,1,1982,1982.0,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 8,1.0,Ron Dellums ,D,55.9,California,121537.0,1,1982,1974.0,4,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 4,1.0,Marjorie Holt ,R,61.2,Maryland,75617.0,1,1982,1974.0,4,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 4,0.0,Patricia O'Brien Aiken,D,38.8,Maryland,47947.0,0,1982,,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 2,1.0,Joe Skeen ,R,58.4,New Mexico,71021.0,1,1982,1980.0,1,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 2,1.0,Eugene A. Chappie ,R,57.9,California,116172.0,1,1982,1982.0,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 2,0.0,John Newmeyer,D,40.5,California,81314.0,0,1982,,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 1,0.0,Jan A. Hartke,D,47.56,New Mexico,67534.0,0,1982,,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 1,1.0,Manuel Lujan ,R,52.44,New Mexico,74459.0,1,1982,1970.0,6,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 1,1.0,Cecil Heftel ,D,89.91,Hawaii,134779.0,1,1982,1978.0,2,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 20,0.0,Robert J. Bethea,D,31.9,California,57769.0,0,1982,,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 20,1.0,Bill Thomas ,R,68.1,California,123312.0,1,1982,1982.0,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 6,0.0,Arlen Erdahl (IR),R,49.18,Minnesota,105734.0,1,1982,1982.0,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 8,1.0,Michael D. Barnes ,D,71.34,Maryland,121761.0,1,1982,1980.0,1,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 8,0.0,Elizabeth W. Spencer,R,28.66,Maryland,48910.0,0,1982,,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 4,0.0,Roger B. Canfield,R,36.1,California,67047.0,0,1982,,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 4,1.0,Vic Fazio ,D,63.9,California,118476.0,1,1982,1980.0,1,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 18,0.0,Richard H. Lehman,D,59.5,California,92762.0,1,1982,1982.0,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 18,0.0,Adrian C. Fondse,R,38.3,California,59664.0,0,1982,,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 3,0.0,Bill Richardson,D,64.49,New Mexico,84669.0,1,1982,1982.0,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 28,0.0,David Goerz,R,18.7,California,24473.0,0,1982,,0,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
District 24,1.0,Henry Waxman ,D,65.1,California,88516.0,1,1982,1976.0,3,10.4,0.0,1.0,R,0.528,243.0,192.0,D,
