district,is_incumbent,name,party,percent,state,votes,won,year,count_victories,unemployement_rate,is_presidential_year,president_can_be_re_elected,president_party,president_overall_avg_job_approval,last_D_house_seats,last_R_house_seats,last_house_majority,fundraising
District 5,0.0,Unopposed,R,1.980000000000004,Massachusetts,140721,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,655038.7939999999
District 1,1.0,Heather Wilson ,R,50.34,New Mexico,107296,1,2000,1,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1267863.3971428575
District 13,0.0,Katina M. Johnstone,D,33.9,New York,57603,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1180919.8457142857
District 5,1.0,Marty Meehan,D,98.02,Massachusetts,199601,1,2000,4,3.9,1.0,1.0,R,0.494,211.0,223.0,R,655038.7939999999
At-Large,0.0,Micheal C. Miller,D,31.0,Delaware,96488,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1032117.836705923
District 25,0.0,Sid Gold,D,33.2,California,73921,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1205441.2471428579
At-Large,1.0,Mike Castle ,R,68.0,Delaware,211797,1,2000,3,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1032117.836705923
District 25,1.0,Buck McKeon ,R,62.3,California,138628,1,2000,3,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1205441.2471428579
District 6,0.0,"Samuel B. Graves, Jr.",R,50.9,Missouri,138925,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,25660.35
District 11,1.0,Tom Davis ,R,61.9,Virginia,150395,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1108617.5419999997
District 9,0.0,Noach Dear,R,31.6,New York,45649,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,778851.5985714287
District 11,0.0,Mike L. Corrigan,D,34.35,Virginia,83455,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1108617.5419999997
District 11,1.0,Richard Pombo ,R,57.9,California,120635,1,2000,3,3.9,1.0,1.0,R,0.494,211.0,223.0,R,793734.6049999986
District 9,1.0,Anthony D. Weiner,D,68.4,New York,98983,1,2000,1,3.9,1.0,1.0,R,0.494,211.0,223.0,R,778851.5985714286
District 11,0.0,Tom Y. Santos,D,38.1,California,79539,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,793734.6049999987
District 35,1.0,Maxine Waters ,D,86.6,California,100569,1,2000,4,3.9,1.0,1.0,R,0.494,211.0,223.0,R,335672.90599999996
District 35,0.0,Carl McGill,R,10.9,California,12582,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,335672.90599999996
District 19,0.0,Lawrence Otis Graham,D,35.9,New York,85871,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,3081893.9049999993
District 2,0.0,Jody M. Wagner,D,47.96,Virginia,90328,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1613971.75
District 1,0.0,Bennett Bozman,D,35.46,Maryland,91022,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1141002.452
District 1,1.0,Wayne Gilchrest ,R,64.4,Maryland,165293,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1141002.452
District 19,1.0,Sue W. Kelly,R,60.9,New York,145532,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,3081893.9050000003
District 2,0.0,Edward L. Schrock,R,51.96,Virginia,97856,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1613971.75
District 30,0.0,Tony Goss,R,11.8,California,11788,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1385728.6355555565
District 30,1.0,Xavier Becerra ,D,83.3,California,83223,1,2000,3,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1385728.6355555563
District 6,0.0,Steve Danner,D,46.8,Missouri,127792,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,25660.349999999995
District 12,1.0,Tom Lantos ,D,74.6,California,158404,1,2000,4,3.9,1.0,1.0,R,0.494,211.0,223.0,R,2206616.4885714306
District 1,1.0,Shelley Berkley ,D,51.68,Nevada,118469,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,497195.50624999986
District 23,1.0,Sherwood Boehlert,R,60.5,New York,124132,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1973257.5075000003
District 4,1.0,Al Wynn ,D,87.2,Maryland,172624,1,2000,3,3.9,1.0,1.0,R,0.494,211.0,223.0,R,409884.07499999995
District 4,0.0,John B. Kimble,R,12.61,Maryland,24973,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,409884.0749999999
District 24,1.0,Brad Sherman ,D,66.1,California,155398,1,2000,1,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1740883.1089999988
District 28,0.0,Janice M. Nelson,D,39.9,California,81804,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1091623.9922222218
District 28,1.0,David Dreier ,R,56.9,California,116557,1,2000,4,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1091623.9922222218
District 24,0.0,Jerry Doyle,R,29.8,California,70169,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1740883.1089999988
District 33,1.0,Lucille Roybal-Allard ,D,84.6,California,60510,1,2000,3,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1157479.7755555562
District 33,0.0,Wayne Miller,R,11.6,California,8260,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1157479.7755555562
District 23,0.0,Richard W. Englebrecht,D,18.6,New York,38049,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1973257.5075000003
District 29,1.0,Henry Waxman ,D,75.7,California,180295,1,2000,4,3.9,1.0,1.0,R,0.494,211.0,223.0,R,862529.6049999996
District 2,0.0,Stan Morgan,D,28.2,California,72075,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,622395.875
District 29,0.0,Jim Scileppi,R,19.3,California,45784,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,862529.6049999995
At-Large,0.0,Michael Allen Green,D,28.56,Wyoming,60638,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1032117.8367059226
District 6,1.0,Lynn Woolsey ,D,64.3,California,182166,1,2000,3,3.9,1.0,1.0,R,0.494,211.0,223.0,R,501131.5380000004
District 6,0.0,Ken McAuliffe,R,28.3,California,80169,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,501131.53800000047
District 45,0.0,Ted Crisell,D,32.4,California,71066,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1523840.5580000002
District 45,1.0,Dana Rohrabacher ,R,62.2,California,136275,1,2000,4,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1523840.5580000002
At-Large,0.0,Barbara Cubin,R,66.81,Wyoming,141848,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1032117.8367059226
District 10,0.0,Ernestine M. Brown,R,5.1,New York,6852,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,866388.895
District 2,1.0,Wally Herger ,R,65.8,California,168172,1,2000,6,3.9,1.0,1.0,R,0.494,211.0,223.0,R,622395.875
District 10,1.0,Edolphus Towns,D,90.2,New York,120700,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,866388.895
District 36,0.0,Jane Harman,D,48.0,California,115651,1,2000,1,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1679062.6558333328
District 36,0.0,William D. Davies ,R,0.1,California,395,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1679062.655833333
District 15,1.0,Rubén Hinojosa ,D,62.28,Texas,106570,1,2000,1,3.9,1.0,1.0,R,0.494,211.0,223.0,R,533558.9479999997
District 10,1.0,Ellen Tauscher ,D,52.7,California,160429,1,2000,1,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1984722.8218181827
District 10,0.0,"Claude B. Hutchison, Jr.",R,44.2,California,134863,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1984722.8218181827
District 1,0.0,Robert Backlund,R,28.0,Connecticut,59331,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1339838.6728571428
District 3,0.0,Dal LaMagna,D,39.8,New York,95787,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1297302.14875
District 1,1.0,John B. Larson ,D,72.0,Connecticut,151932,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1339838.6728571428
District 3,1.0,Peter T. King,R,59.5,New York,143126,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1297302.1487499997
District 7,1.0,George Miller ,D,76.5,California,159692,1,2000,12,3.9,1.0,1.0,R,0.494,211.0,223.0,R,2207988.035555551
District 2,1.0,John Baldacci ,D,73.43,Maine,219783,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,2000017.318750001
District 36,1.0,Steven T. Kuykendall ,R,47.0,California,111199,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1679062.6558333333
District 2,0.0,Richard H. Campbell,R,26.57,Maine,79522,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,2000017.318750001
District 21,0.0,Thomas G. Pillsworth,R,25.6,New York,60333,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1670469.9525
District 7,0.0,Christopher A. Hoffman,R,21.2,California,44154,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,2207988.035555551
District 14,0.0,C. Adrienne Rhodes,R,22.7,New York,45453,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1605510.625
District 4,1.0,Bob Schaffer ,R,79.5,Colorado,209078,1,2000,1,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1199611.9733333304
District 2,1.0,Samuel Gejdenson ,D,49.0,Connecticut,111520,0,2000,4,3.9,1.0,1.0,R,0.494,211.0,223.0,R,794458.4044444445
District 2,0.0,Rob Simmons,R,51.0,Connecticut,114380,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,794458.4044444445
District 5,0.0,John E. Peterson,R,82.7,Pennsylvania,147570,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,66827.074
District 8,1.0,Jim Moran ,D,63.3,Virginia,164178,1,2000,4,3.9,1.0,1.0,R,0.494,211.0,223.0,R,483629.61400000006
District 8,0.0,Demaris H. Miller,R,34.1,Virginia,88262,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,483629.61400000006
District 21,1.0,Michael R. McNulty,D,74.4,New York,175339,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1670469.9525000001
District 1,0.0,"Russel J. ""Jim"" Chase",R,28.0,California,66987,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,601890.7149999986
District 19,1.0,George Radanovich ,R,65.0,California,144517,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,551542.6918181818
District 52,1.0,Duncan Hunter ,R,64.8,California,131345,1,2000,4,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1822401.5980000002
District 8,0.0,Linda Chapin,D,49.19,Florida,121295,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,550506.7385714286
District 8,0.0,Ric Keller,R,50.79,Florida,125253,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,550506.7385714286
District 1,0.0,Charles Starr,R,37.99,Oregon,115303,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1129481.3185714288
District 6,1.0,Roscoe Bartlett ,R,60.65,Maryland,168624,1,2000,3,3.9,1.0,1.0,R,0.494,211.0,223.0,R,3225590.8171428563
District 1,1.0,David Wu,D,58.28,Oregon,176902,1,2000,1,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1129481.3185714288
District 6,0.0,Donald M. DeArmon,D,39.25,Maryland,109136,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,3225590.817142857
At-Large,0.0,Karen Ann Kerin,R,18.34,Vermont,51977,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1032117.8367059228
District 6,1.0,Gregory Meeks,D,100.0,New York,120818,1,2000,1,3.9,1.0,1.0,R,0.494,211.0,223.0,R,734604.6687500001
District 8,1.0,Nancy Pelosi ,D,84.5,California,181847,1,2000,4,3.9,1.0,1.0,R,0.494,211.0,223.0,R,928288.9644444439
District 2,1.0,Joe Skeen ,R,58.11,New Mexico,100742,1,2000,10,3.9,1.0,1.0,R,0.494,211.0,223.0,R,903986.4983333336
District 3,0.0,Donald Dunn,D,37.31,Utah,88547,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,544441.6545454544
District 8,0.0,Adam Sparks,R,11.7,California,25298,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,928288.9644444439
District 15,0.0,Jose Agustin Suero,R,5.2,New York,7346,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,501554.79124999995
District 2,0.0,Bennie G. Thompson,D,65.07,Mississippi,112777,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,744088.28125
District 2,0.0,Hardy Caraway,R,31.21,Mississippi,54090,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,744088.28125
District 15,1.0,Charles B. Rangel,D,91.9,New York,130161,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,501554.79124999995
At-Large,0.0,Nancy Keenan,D,46.28,Montana,189971,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1032117.8367059226
District 3,1.0,Earl Blumenauer,D,66.77,Oregon,181049,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,910314.3942857143
At-Large,0.0,Denny Rehberg,R,51.5,Montana,211418,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1032117.8367059226
District 14,1.0,Carolyn B. Maloney,D,73.9,New York,148080,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1605510.625
District 3,1.0,Chris Cannon ,R,58.54,Utah,138943,1,2000,1,3.9,1.0,1.0,R,0.494,211.0,223.0,R,544441.6545454545
District 19,0.0,Dan Rosenberg,D,31.8,California,70578,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,551542.6918181818
District 4,1.0,Peter DeFazio,D,68.03,Oregon,197998,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,982378.6369999999
District 2,0.0,Michael A. Montoya,D,41.89,New Mexico,72614,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,903986.4983333336
District 52,0.0,Craig Barkacs,D,31.3,California,63537,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1822401.5980000002
District 34,0.0,John W. Brantuk ,R,0.0,California,36,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,830666.8318181819
District 34,0.0,Robert Arthur Canales,R,22.5,California,33445,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,830666.8318181819
District 34,1.0,Grace Napolitano ,D,71.3,California,105980,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,830666.8318181819
District 22,0.0,Mike Stoker,R,44.4,California,113094,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,2100364.314444448
District 22,1.0,Lois Capps ,D,53.2,California,135538,1,2000,1,3.9,1.0,1.0,R,0.494,211.0,223.0,R,2100364.314444448
District 22,0.0,Kenneth F. McCallion,D,32.1,New York,79111,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,938808.2322222224
District 22,1.0,John E. Sweeney,R,67.9,New York,167368,1,2000,1,3.9,1.0,1.0,R,0.494,211.0,223.0,R,938808.2322222221
District 14,0.0,Loy Sneary,D,40.3,Texas,92689,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,569214.2500000001
District 4,0.0,John Lindsey,R,30.56,Oregon,88950,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,982378.637
District 14,1.0,Ron Paul ,R,59.7,Texas,137370,1,2000,1,3.9,1.0,1.0,R,0.494,211.0,223.0,R,569214.25
District 5,1.0,Robert Matsui ,D,68.7,California,147025,1,2000,4,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1013831.996250002
District 5,0.0,Ken Payne,R,26.2,California,55945,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1013831.996250002
District 5,0.0,Edward Elkowitz,R,30.1,New York,61084,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,613153.54625
District 5,1.0,Gary Ackerman,D,68.0,New York,137684,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,613153.5462500001
District 51,1.0,Duke Cunningham ,R,64.4,California,172291,1,2000,4,3.9,1.0,1.0,R,0.494,211.0,223.0,R,478224.135
District 38,1.0,Steve Horn ,R,48.5,California,87266,1,2000,3,3.9,1.0,1.0,R,0.494,211.0,223.0,R,617506.7755555552
District 40,1.0,Jerry Lewis ,R,80.0,California,151069,1,2000,4,3.9,1.0,1.0,R,0.494,211.0,223.0,R,305434.6328571429
District 38,0.0,Gerrie Shcipske,D,47.5,California,85498,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,617506.7755555551
District 26,1.0,Howard Berman ,D,84.1,California,96500,1,2000,8,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1669135.1049999997
District 51,0.0,"George ""Jorge"" Barraza",D,30.4,California,81408,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,478224.13500000007
District 1,1.0,Mike Thompson ,D,65.1,California,155638,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,601890.7149999986
District 3,0.0,Jeffery L. Pollack,R,23.65,Oregon,64128,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,910314.3942857141
District 7,0.0,James R. Adams,R,28.94,North Carolina,66463,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,983194.406
District 31,0.0,Hilda Solis,D,79.4,California,89600,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1248111.1529999997
District 3,0.0,Scott Conwell,R,24.05,Maryland,53827,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,507333.76100000006
District 3,1.0,Benjamin Cardin ,D,75.66,Maryland,169347,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,507333.761
District 3,1.0,Rosa DeLauro ,D,72.0,Connecticut,156910,1,2000,4,3.9,1.0,1.0,R,0.494,211.0,223.0,R,653661.6855555555
District 26,0.0,Bob Moppert,R,37.0,New York,83856,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,517861.6785714286
District 26,1.0,Maurice D. Hinchey,D,62.0,New York,140395,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,517861.6785714286
District 9,1.0,Barbara Lee ,D,85.0,California,182352,1,2000,1,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1128301.4711111127
District 3,0.0,June Gold,R,28.0,Connecticut,60037,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,653661.6855555555
District 6,0.0,Kenneth A. Toltz,D,42.0,Colorado,110568,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,2475735.997999999
District 27,0.0,Thomas W. Pecoraro,D,30.7,New York,69870,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,487392.19333333336
District 27,1.0,Thomas M. Reynolds,R,69.3,New York,157694,1,2000,1,3.9,1.0,1.0,R,0.494,211.0,223.0,R,487392.19333333336
District 15,0.0,Mike Honda,D,54.3,California,128545,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,998906.0557142858
District 9,0.0,Arneze Washington,R,9.8,California,21033,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1128301.4711111127
District 6,1.0,Tom Tancredo ,R,54.0,Colorado,141410,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,2475735.9979999987
District 12,1.0,Nydia Velazquez,D,87.1,New York,86288,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1081166.9571428571
District 16,1.0,José E. Serrano,D,95.8,New York,103041,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,810833.1928571429
District 16,0.0,Aaron Justice,R,3.7,New York,3934,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,810833.1928571429
District 3,0.0,Charles F. Dougherty,R,31.3,Pennsylvania,59343,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,251254.95
District 7,1.0,Mike McIntyre,D,69.75,North Carolina,160185,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,983194.4060000001
District 4,1.0,Christopher Shays ,R,58.0,Connecticut,119155,1,2000,6,3.9,1.0,1.0,R,0.494,211.0,223.0,R,844168.0749999998
District 4,0.0,Stephanie Sanchez,D,41.0,Connecticut,84472,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,844168.0749999998
District 39,0.0,Gill G. Kanel,D,31.5,California,64938,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1874516.0912500003
District 39,1.0,Ed Royce ,R,62.8,California,129294,1,2000,3,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1874516.0912500003
District 16,0.0,"Horace ""Gene"" Thayn",R,23.3,California,37213,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,800036.2899999993
District 16,1.0,Zoe Lofgren ,D,72.1,California,115118,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,800036.2899999993
District 18,0.0,John G. Vonglis,R,30.8,New York,58022,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1778953.4900000002
District 23,1.0,Elton Gallegly ,R,54.1,California,119479,1,2000,4,3.9,1.0,1.0,R,0.494,211.0,223.0,R,2927900.94888889
District 13,1.0,Pete Stark ,D,70.5,California,129012,1,2000,4,3.9,1.0,1.0,R,0.494,211.0,223.0,R,704372.2957142863
District 42,0.0,Eli Pirozzi,R,35.2,California,53239,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,596522.8450000002
District 18,1.0,Nita Lowey ,D,67.3,New York,126878,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1778953.4900000002
District 42,1.0,Joe Baca ,D,59.8,California,90585,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,596522.8450000001
District 24,0.0,Neil P. Tallon,D,22.9,New York,42698,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1768714.6589999998
District 3,0.0,"Robert A. Borski, Jr.",D,68.8,Pennsylvania,130528,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,251254.95
District 24,1.0,John M. McHugh,R,74.3,New York,138322,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1768714.659
District 4,1.0,Carolyn McCarthy,D,60.6,New York,136703,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1612741.3374999997
District 13,0.0,"James R. ""Jim"" Goetz",R,24.3,California,44499,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,704372.2957142863
District 13,1.0,Mac Thornberry ,R,68.0,Texas,117995,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,947030.422857143
District 15,0.0,Jim Cunneen,R,42.2,California,99866,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,998906.0557142857
District 4,1.0,John Doolittle ,R,63.5,California,197503,1,2000,4,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1056491.224999998
District 37,0.0,Vernon Van,R,11.3,California,12762,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,538278.5810000001
District 37,1.0,Juanita Millender-McDonald-I,D,82.4,California,93269,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,538278.5810000001
District 1,0.0,JoAnn Davis,R,57.5,Virginia,151344,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,758705.8266666667
District 50,0.0,Bob Divine,R,27.7,California,38526,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,717206.202
District 5,1.0,Darlene Hooley,D,56.77,Oregon,156315,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,87755.93
District 23,0.0,Michael Case,D,40.7,California,89918,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,2927900.94888889
District 21,0.0,"Pedro ""Pete"" Martinez",D,24.8,California,49318,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1600282.1562500002
District 48,0.0,Peter Kouvelis,D,28.4,California,74073,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,902827.147
District 5,0.0,Brian Boquist,R,43.08,Oregon,118631,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,87755.93
District 50,1.0,Bob Filner ,D,68.3,California,95191,1,2000,3,3.9,1.0,1.0,R,0.494,211.0,223.0,R,717206.2019999999
District 20,1.0,Cal Dooley ,D,52.4,California,66235,1,2000,4,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1006131.086666666
District 2,0.0,Todd Akin,R,55.3,Missouri,164926,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1449403.1062500002
District 20,0.0,Rich Rodriguez,R,45.5,California,57563,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1006131.0866666661
District 12,0.0,Mike Garza,R,20.8,California,44162,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,2206616.4885714306
District 6,0.0,Johnny Isakson,R,74.75,Georgia,256595,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,8993.003333333332
District 1,0.0,Lawrence A. Davies,D,37.0,Virginia,97399,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,758705.8266666668
District 21,1.0,Bill Thomas ,R,71.6,California,142539,1,2000,4,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1600282.1562500002
District 10,1.0,Frank Wolf ,R,84.2,Virginia,238817,1,2000,9,3.9,1.0,1.0,R,0.494,211.0,223.0,R,2369587.8189999987
District 32,0.0,Kathy Williamson,R,12.2,California,19924,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,459539.75999999983
District 13,0.0,Curtis Clinesmith,D,31.0,Texas,54343,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,947030.422857143
District 12,0.0,Rosemary Markgraf,R,10.1,New York,10052,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1081166.9571428571
District 32,1.0,Julian C. Dixon ,D,83.6,California,137447,1,2000,4,3.9,1.0,1.0,R,0.494,211.0,223.0,R,459539.75999999983
District 4,0.0,Mark A. Norberg,D,31.5,California,97974,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1056491.224999998
District 4,0.0,Gregory R. Becker,R,38.9,New York,87830,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1612741.3375
District 6,0.0,Brett DeHart,D,25.25,Georgia,86666,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,8993.003333333332
District 1,0.0,Jane A. Amero,R,36.54,Maine,123915,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,83988.82333333335
District 1,1.0,Thomas H. Allen ,D,59.81,Maine,202823,1,2000,1,3.9,1.0,1.0,R,0.494,211.0,223.0,R,83988.82333333333
