,district,is_incumbent,name,party,percent,state,votes,won,year
0,District 1,1,Jo Bonner,R,97.9,Alabama,196374.0,1,2012
1,District 1,1,Bradley Byrne,R,68.2,Alabama,103758.0,1,2014
2,District 1,0,Burton LeFlore,D,31.7,Alabama,48278.0,0,2014
3,District 1,1,Bradley Byrne,R,96.4,Alabama,208083.0,1,2016
4,District 1,1,Bradley Byrne,R,63.3,Alabama,151150.0,1,2018
5,District 1,0,Robert Kennedy Jr.,D,36.7,Alabama,87540.0,0,2018
6,District 2,0,Therese Ford,D,36.3,Alabama,103092.0,0,2012
7,District 2,1,Martha Roby,R,63.6,Alabama,180591.0,1,2012
8,District 2,1,Martha Roby,R,67.3,Alabama,113103.0,1,2014
9,District 2,0,Erick Wright,D,32.6,Alabama,54692.0,0,2014
10,District 2,1,Martha Roby,R,48.8,Alabama,134886.0,1,2016
11,District 2,0,Nathan Mathis,D,40.5,Alabama,112089.0,0,2016
12,District 2,1,Martha Roby,R,61.5,Alabama,138581.0,1,2018
13,District 2,0,Tabitha Isner,D,38.5,Alabama,86580.0,0,2018
14,District 3,0,John Andrew Harris,D,35.8,Alabama,98141.0,0,2012
15,District 3,1,Mike Rogers,R,64.0,Alabama,175306.0,1,2012
16,District 3,1,Mike Rogers,R,66.1,Alabama,103558.0,1,2014
17,District 3,0,Jesse Smith,D,33.7,Alabama,52816.0,0,2014
18,District 3,1,Mike Rogers,R,66.9,Alabama,192164.0,1,2016
19,District 3,0,Jesse Smith,D,32.9,Alabama,94549.0,0,2016
20,District 3,1,Mike Rogers,R,63.9,Alabama,147480.0,1,2018
21,District 3,0,Mallory Hagan,D,36.1,Alabama,83145.0,0,2018
22,District 4,0,Daniel H. Boman,D,25.9,Alabama,69706.0,0,2012
23,District 4,1,Robert Aderholt,R,74.0,Alabama,199071.0,1,2012
24,District 4,1,Robert Aderholt,R,98.6,Alabama,132831.0,1,2014
25,District 4,1,Robert Aderholt,R,98.5,Alabama,235925.0,1,2016
26,District 4,1,Robert Aderholt,R,79.9,Alabama,183958.0,1,2018
27,District 4,0,Lee Auman,D,20.1,Alabama,46370.0,0,2018
28,District 5,0,Charlie L. Holley,D,34.9,Alabama,101772.0,0,2012
29,District 5,1,Mo Brooks,R,64.9,Alabama,189185.0,1,2012
30,District 5,1,Mo Brooks,R,74.4,Alabama,115338.0,1,2014
31,District 5,1,Mo Brooks,R,66.7,Alabama,205647.0,1,2016
32,District 5,0,Will Boyd,D,33.2,Alabama,102234.0,0,2016
33,District 5,1,Mo Brooks,R,61.1,Alabama,156532.0,1,2018
34,District 5,0,Peter Joffrion,D,38.9,Alabama,99694.0,0,2018
35,District 6,0,Penny H. Bailey,D,28.6,Alabama,88267.0,0,2012
36,District 6,1,Spencer Bachus,R,71.2,Alabama,219262.0,1,2012
37,District 6,0,Gary Palmer,R,76.2,Alabama,135945.0,1,2014
38,District 6,0,Mark Lester,D,23.7,Alabama,42291.0,0,2014
39,District 6,1,Gary Palmer,R,74.5,Alabama,245313.0,1,2016
40,District 6,0,David Putman,D,25.4,Alabama,83709.0,0,2016
41,District 6,1,Gary Palmer,R,69.4,Alabama,190501.0,1,2018
42,District 6,0,Danner Kline,D,30.6,Alabama,83935.0,0,2018
43,District 7,1,Terri Sewell,D,75.8,Alabama,232520.0,1,2012
44,District 7,0,Don Chamberlain,R,24.1,Alabama,73835.0,0,2012
45,District 7,1,Terri Sewell,D,98.4,Alabama,133687.0,1,2014
46,District 7,1,Terri Sewell,D,98.4,Alabama,229330.0,1,2016
47,At-Large,1,Don Young,R,69.3,Alaska,175384.0,1,2012
48,At-Large,0,"Harry T. Crawford, Jr.",D,30.7,Alaska,77606.0,0,2012
49,At-Large,1,Don Young,R,51.0,Alaska,142572.0,1,2014
50,At-Large,0,Forrest Dunbar,D,41.0,Alaska,114602.0,0,2014
51,At-Large,1,Don Young,R,50.3,Alaska,155088.0,1,2016
52,At-Large,0,Steve Lindbeck,D,36.0,Alaska,111019.0,0,2016
53,At-Large,1,Don Young,R,54.2,Alaska,126655.0,1,2018
54,At-Large,0,Alyse Galvin,D,45.8,Alaska,107165.0,0,2018
55,District 1,0,Ann Kirkpatrick,D,48.8,Arizona,122774.0,1,2012
56,District 1,0,Jonathon Paton,R,45.1,Arizona,113594.0,0,2012
57,District 1,1,Ann Kirkpatrick,D,52.6,Arizona,97391.0,1,2014
58,District 1,0,Andy Tobin,R,47.4,Arizona,87723.0,0,2014
59,District 1,0,Tom O'Halleran,D,50.7,Arizona,142219.0,1,2016
60,District 1,0,Paul Babeu,R,43.4,Arizona,121745.0,0,2016
61,District 1,1,Tom O'Halleran,D,54.0,Arizona,115021.0,1,2018
62,District 1,0,Wendy Rogers,R,46.0,Arizona,97958.0,0,2018
63,District 2,1,Ron Barber,D,50.4,Arizona,147338.0,1,2012
64,District 2,0,Martha McSally,R,49.6,Arizona,144884.0,0,2012
65,District 2,0,Martha McSally,R,50.0,Arizona,109704.0,1,2014
66,District 2,1,Ron Barber,D,49.9,Arizona,109543.0,0,2014
67,District 2,1,Martha McSally,R,57.0,Arizona,179806.0,1,2016
68,District 2,0,Matt Heinz,D,43.0,Arizona,135873.0,0,2016
69,District 2,0,Ann Kirkpatrick,D,53.3,Arizona,125349.0,1,2018
70,District 2,0,Lea Marquez Peterson,R,46.7,Arizona,109759.0,0,2018
71,District 3,1,Raul Grijalva,D,58.4,Arizona,98468.0,1,2012
72,District 3,0,Gabriela Saucedo Mercer,R,37.1,Arizona,62663.0,0,2012
73,District 3,1,Raul Grijalva,D,55.7,Arizona,58192.0,1,2014
74,District 3,0,Gabriela Saucedo Mercer,R,44.2,Arizona,46185.0,0,2014
75,District 3,1,Raul Grijalva,D,98.6,Arizona,148973.0,1,2016
76,District 3,1,Raul Grijalva,D,61.4,Arizona,78308.0,1,2018
77,District 3,0,Nicolas Pierson,R,38.6,Arizona,49331.0,0,2018
78,District 4,1,Paul Gosar,R,66.8,Arizona,162907.0,1,2012
79,District 4,0,Johnnie Robinson,D,28.4,Arizona,69154.0,0,2012
80,District 4,1,Paul Gosar,R,70.0,Arizona,122560.0,1,2014
81,District 4,0,Mikel Weisser,D,25.8,Arizona,45179.0,0,2014
82,District 4,1,Paul Gosar,R,71.5,Arizona,203487.0,1,2016
83,District 4,0,Mikel Weisser,D,28.5,Arizona,81296.0,0,2016
84,District 4,1,Paul Gosar,R,69.1,Arizona,152966.0,1,2018
85,District 4,0,David Brill,D,29.7,Arizona,65808.0,0,2018
86,District 5,0,Matt Salmon,R,67.2,Arizona,183470.0,1,2012
87,District 5,0,Spencer Morgan,D,32.8,Arizona,89589.0,0,2012
88,District 5,1,Matt Salmon,R,69.6,Arizona,124867.0,1,2014
89,District 5,0,James Woods,D,30.4,Arizona,54596.0,0,2014
90,District 5,0,Andy Biggs,R,64.1,Arizona,205184.0,1,2016
91,District 5,0,Talia Fuentes,D,35.9,Arizona,114940.0,0,2016
92,District 5,1,Andy Biggs,R,60.0,Arizona,125782.0,1,2018
93,District 5,0,Joan Greene,D,40.0,Arizona,83894.0,0,2018
94,District 6,1,David Schweikert,R,61.3,Arizona,179706.0,1,2012
95,District 6,0,Matt Jette,D,33.3,Arizona,97666.0,0,2012
96,District 6,1,David Schweikert,R,64.9,Arizona,129578.0,1,2014
97,District 6,0,John Williamson,D,35.1,Arizona,70198.0,0,2014
98,District 6,1,David Schweikert,R,62.1,Arizona,201578.0,1,2016
99,District 6,0,John Williamson,D,37.9,Arizona,122866.0,0,2016
100,District 6,1,David Schweikert,R,56.4,Arizona,122974.0,1,2018
101,District 6,0,Anita Malik,D,43.6,Arizona,95105.0,0,2018
102,District 7,1,Ed Pastor,D,81.7,Arizona,104489.0,1,2012
103,District 7,0,Ruben Gallego,D,74.9,Arizona,54235.0,1,2014
104,District 7,1,Ruben Gallego,D,75.2,Arizona,119465.0,1,2016
105,District 7,0,Eve Nunez,R,24.7,Arizona,39286.0,0,2016
106,District 7,1,Ruben Gallego,D,84.3,Arizona,67796.0,1,2018
107,District 8,1,Debbie Lesko,R,56.7,Arizona,123681.0,1,2018
108,District 8,0,Hiral Tipirneni,D,43.3,Arizona,94583.0,0,2018
109,District 9,0,Kyrsten Sinema,D,48.7,Arizona,121881.0,1,2012
110,District 9,0,Vernon B. Parker,R,44.6,Arizona,111630.0,0,2012
111,District 9,1,Kyrsten Sinema,D,54.7,Arizona,88609.0,1,2014
112,District 9,0,Wendy Rogers,R,41.9,Arizona,67841.0,0,2014
113,District 9,1,Kyrsten Sinema,D,60.9,Arizona,169055.0,1,2016
114,District 9,0,Dave Giles,R,39.0,Arizona,108350.0,0,2016
115,District 9,0,Greg Stanton,D,59.5,Arizona,100618.0,1,2018
116,District 9,0,Steve Ferrara,R,40.5,Arizona,68604.0,0,2018
117,District 1,0,Scott Ellington,D,39.1,Arkansas,96601.0,0,2012
118,District 1,1,Rick Crawford,R,56.2,Arkansas,138800.0,1,2012
119,District 1,1,Rick Crawford,R,63.3,Arkansas,124139.0,1,2014
120,District 1,0,Jackie McPherson,D,32.4,Arkansas,63555.0,0,2014
121,District 1,1,Rick Crawford,R,76.3,Arkansas,183866.0,1,2016
122,District 1,1,Rick Crawford,R,69.8,Arkansas,136091.0,1,2018
123,District 1,0,Chintan Desai,D,27.9,Arkansas,54328.0,0,2018
124,District 2,0,Herb Rule,D,39.5,Arkansas,113156.0,0,2012
125,District 2,1,Tim Griffin,R,55.2,Arkansas,158175.0,1,2012
126,District 2,0,French Hill,R,51.9,Arkansas,123073.0,1,2014
127,District 2,0,Patrick Hays,D,43.6,Arkansas,103477.0,0,2014
128,District 2,1,French Hill,R,58.3,Arkansas,176472.0,1,2016
129,District 2,0,Dianne Curry,D,36.8,Arkansas,111347.0,0,2016
130,District 2,1,French Hill,R,52.2,Arkansas,131670.0,1,2018
131,District 2,0,Clarke Tucker,D,45.8,Arkansas,115533.0,0,2018
132,District 3,1,Steve Womack,R,75.9,Arkansas,186467.0,1,2012
133,District 3,1,Steve Womack,R,79.4,Arkansas,151630.0,1,2014
134,District 3,1,Steve Womack,R,77.3,Arkansas,217192.0,1,2016
135,District 3,1,Steve Womack,R,64.9,Arkansas,148029.0,1,2018
136,District 3,0,Joshua Mahony,D,32.5,Arkansas,74242.0,0,2018
137,District 4,0,Gene Jeffress,D,36.7,Arkansas,95013.0,0,2012
138,District 4,0,Tom Cotton,R,59.5,Arkansas,154149.0,1,2012
139,District 4,0,Bruce Westerman,R,53.7,Arkansas,110789.0,1,2014
140,District 4,0,James Lee Witt,D,42.6,Arkansas,87742.0,0,2014
141,District 4,1,Bruce Westerman,R,74.9,Arkansas,182885.0,1,2016
142,District 4,1,Bruce Westerman,R,66.8,Arkansas,132253.0,0,2018
143,District 4,0,Hayden Shamel,D,31.2,Arkansas,61718.0,0,2018
144,District 1,0,Doug La Malfa,R,57.4,California,168827.0,1,2012
145,District 1,0,Jim Reed,D,42.6,California,125386.0,0,2012
146,District 1,1,Doug La Malfa,R,61.0,California,132052.0,1,2014
147,District 1,0,Heidi Hall,D,39.0,California,84320.0,0,2014
148,District 1,1,Doug LaMalfa,R,59.1,California,185448.0,1,2016
149,District 1,0,Jim Reed,D,40.9,California,128588.0,0,2016
150,District 1,1,Doug LaMalfa,R,56.3,California,111386.0,1,2018
151,District 1,0,Audrey Denney,D,43.7,California,86567.0,0,2018
152,District 2,0,Jared Huffman,D,71.2,California,226216.0,1,2012
153,District 2,0,Daniel W. Roberts,R,28.8,California,91310.0,0,2012
154,District 2,1,Jared Huffman,D,75.0,California,163124.0,1,2014
155,District 2,0,Dale Mensing,R,25.0,California,54400.0,0,2014
156,District 2,1,Jared Huffman,D,76.9,California,254194.0,1,2016
157,District 2,0,Dale Mensing,R,23.1,California,76572.0,0,2016
158,District 2,1,Jared Huffman,D,74.4,California,138957.0,1,2018
159,District 2,0,Dale Mensing,R,25.6,California,47712.0,0,2018
160,District 3,1,John Garamendi,D,54.2,California,126882.0,1,2012
161,District 3,0,Kim Vann,R,45.8,California,107086.0,0,2012
162,District 3,1,John Garamendi,D,52.7,California,79224.0,1,2014
163,District 3,0,Dan Logue,R,47.3,California,71036.0,0,2014
164,District 3,1,John Garamendi,D,59.4,California,152513.0,1,2016
165,District 3,0,Eugene Cleek,R,40.6,California,104453.0,0,2016
166,District 3,1,John Garamendi,D,57.6,California,95880.0,1,2018
167,District 3,0,Charlie Schaupp,R,42.4,California,70598.0,0,2018
168,District 4,1,Tom McClintock,R,61.1,California,197803.0,1,2012
169,District 4,0,Jack Uppal,D,38.9,California,125885.0,0,2012
170,District 4,1,Tom McClintock,R,60.0,California,126784.0,1,2014
171,District 4,0,Art Moore,R,40.0,California,84350.0,0,2014
172,District 4,1,Tom McClintock,R,62.7,California,220133.0,1,2016
173,District 4,0,Bob Derlet,D,37.3,California,130845.0,0,2016
174,District 4,1,Tom McClintock,R,55.4,California,125349.0,1,2018
175,District 4,0,Jessica Morse,D,44.6,California,100936.0,0,2018
176,District 5,1,Mike Thompson,D,74.5,California,202872.0,1,2012
177,District 5,0,Randy Loftin,R,25.5,California,69545.0,0,2012
178,District 5,1,Mike Thompson,D,75.7,California,129613.0,1,2014
179,District 5,1,Mike Thompson,D,76.9,California,224526.0,1,2016
180,District 5,0,Carlos Santamaria,R,23.1,California,67565.0,0,2016
181,District 5,1,Mike Thompson,D,78.1,California,126476.0,1,2018
182,District 6,1,Doris Matsui,D,75.1,California,160667.0,1,2012
183,District 6,0,"Joseph McCray, Sr.",R,24.9,California,53406.0,0,2012
184,District 6,1,Doris Matsui,D,72.7,California,97008.0,1,2014
185,District 6,0,"Joseph McCray, Sr.",R,27.3,California,36448.0,0,2014
186,District 6,1,Doris Matsui,D,75.4,California,177565.0,1,2016
187,District 6,0,Robert Evans,R,24.6,California,57848.0,0,2016
188,District 6,1,Doris Matsui,D,79.7,California,58007.0,1,2018
189,District 6,0,Jrmar Jefferson,D,20.3,California,14781.0,0,2018
190,District 7,0,Ami Bera,D,51.7,California,141241.0,1,2012
191,District 7,1,Dan Lungren,R,48.3,California,132050.0,0,2012
192,District 7,1,Ami Bera,D,50.4,California,92521.0,1,2014
193,District 7,0,Doug Ose,R,49.6,California,91066.0,0,2014
194,District 7,1,Ami Bera,D,51.2,California,152133.0,1,2016
195,District 7,0,Scott Jones,R,48.8,California,145168.0,0,2016
196,District 7,1,Ami Bera,D,52.7,California,54097.0,1,2018
197,District 7,0,Andrew Grant,R,47.3,California,48597.0,0,2018
198,District 8,0,Paul Cook,R,57.4,California,103093.0,1,2012
199,District 8,0,Greg Imus,R,42.6,California,76551.0,0,2012
200,District 8,1,Paul Cook,R,67.6,California,77480.0,1,2014
201,District 8,0,Bob Conaway,D,32.4,California,37056.0,0,2014
202,District 8,1,Paul Cook,R,62.3,California,136972.0,1,2016
203,District 8,0,Rita Ramirez,D,37.7,California,83035.0,0,2016
204,District 8,1,Paul Cook,R,60.2,California,66469.0,1,2018
205,District 8,0,Tim Donnelly,R,39.8,California,43875.0,0,2018
206,District 9,1,Jerry McNerney,D,55.6,California,118373.0,1,2012
207,District 9,0,Ricky Gill,R,44.4,California,94704.0,0,2012
208,District 9,1,Jerry McNerney,D,52.4,California,63475.0,1,2014
209,District 9,0,Tony Amador,R,47.6,California,57729.0,0,2014
210,District 9,1,Jerry McNerney,D,57.4,California,133163.0,1,2016
211,District 9,0,Antonio Amador,R,42.6,California,98992.0,0,2016
212,District 9,1,Jerry McNerney,D,54.3,California,56188.0,1,2018
213,District 9,0,Marla Livengood,R,45.7,California,47316.0,0,2018
214,District 10,1,Jeff Denham,R,52.7,California,110265.0,1,2012
215,District 10,0,Jose Hernandez,D,47.3,California,98934.0,0,2012
216,District 10,1,Jeff Denham,R,56.1,California,70582.0,1,2014
217,District 10,0,Michael Eggman,D,43.9,California,55123.0,0,2014
218,District 10,1,Jeff Denham,R,51.7,California,124671.0,1,2016
219,District 10,0,Michael Eggman,D,48.3,California,116470.0,0,2016
220,District 10,1,Jeff Denham,R,50.6,California,56701.0,0,2018
221,District 10,0,Josh Harder,D,49.4,California,55414.0,0,2018
222,District 11,1,George Miller,D,69.7,California,200743.0,1,2012
223,District 11,0,Virginia Fuller,R,30.3,California,87136.0,0,2012
224,District 11,0,Mark DeSaulnier,D,67.3,California,117502.0,1,2014
225,District 11,0,Tue Phan-Quang,R,32.7,California,57160.0,0,2014
226,District 11,1,Mark DeSaulnier,D,72.1,California,214868.0,1,2016
227,District 11,0,Roger Petersen,R,27.9,California,83341.0,0,2016
228,District 11,1,Mark DeSaulnier,D,71.9,California,110188.0,1,2018
229,District 11,0,John Fitzgerald,R,28.1,California,43053.0,0,2018
230,District 12,1,Nancy Pelosi,D,85.1,California,253709.0,1,2012
231,District 12,0,John Dennis,R,14.9,California,44478.0,0,2012
232,District 12,1,Nancy Pelosi,D,83.3,California,160067.0,1,2014
233,District 12,0,John Dennis,R,16.7,California,32197.0,0,2014
234,District 12,1,Nancy Pelosi,D,80.9,California,274035.0,1,2016
235,District 12,1,Nancy Pelosi,D,85.7,California,172172.0,1,2018
236,District 12,0,Lisa Remmer,R,14.3,California,28645.0,0,2018
237,District 13,1,Barbara Lee,D,86.8,California,250436.0,1,2012
238,District 13,1,Barbara Lee,D,88.5,California,168491.0,1,2014
239,District 13,0,Dakin Sundeen,R,11.5,California,21940.0,0,2014
240,District 13,1,Barbara Lee,D,90.8,California,293117.0,1,2016
241,District 13,0,Sue Caro,R,9.2,California,29754.0,0,2016
242,District 13,1,Barbara Lee,D,87.9,California,127983.0,1,2018
243,District 14,1,Jackie Speier,D,78.9,California,203828.0,1,2012
244,District 14,0,Deborah Bacigalupi,R,21.1,California,54455.0,0,2012
245,District 14,1,Jackie Speier,D,76.7,California,114389.0,1,2014
246,District 14,0,Robin Chew,R,23.3,California,34757.0,0,2014
247,District 14,1,Jackie Speier,D,80.9,California,231630.0,1,2016
248,District 14,0,Angel Cardenas,R,19.1,California,54817.0,0,2016
249,District 14,1,Jackie Speier,D,76.5,California,88155.0,1,2018
250,District 14,0,Cristina Osmeña,R,23.5,California,27014.0,0,2018
251,District 15,0,Eric Swalwell,D,52.1,California,120388.0,1,2012
252,District 15,1,Pete Stark,D,47.9,California,110646.0,0,2012
253,District 15,1,Eric Swalwell,D,69.8,California,99756.0,1,2014
254,District 15,0,Hugh Bussell,R,30.2,California,43150.0,0,2014
255,District 15,1,Eric Swalwell,D,73.8,California,198578.0,1,2016
256,District 15,0,Danny Turner,R,26.2,California,70619.0,0,2016
257,District 15,1,Eric Swalwell,D,70.1,California,86434.0,1,2018
258,District 15,0,Rudy Peters,R,29.9,California,36821.0,0,2018
259,District 16,1,Jim Costa,D,57.4,California,84649.0,1,2012
260,District 16,0,Brian Daniel Whelan,R,42.6,California,62801.0,0,2012
261,District 16,1,Jim Costa,D,50.7,California,46277.0,1,2014
262,District 16,0,Johnny Tacherra,R,49.3,California,44943.0,0,2014
263,District 16,1,Jim Costa,D,58.0,California,97473.0,1,2016
264,District 16,0,Johnny Tacherra,R,42.0,California,70483.0,0,2016
265,District 16,1,Jim Costa,D,54.4,California,44769.0,1,2018
266,District 16,0,Elizabeth Heng,R,45.6,California,37480.0,0,2018
267,District 17,1,Mike Honda,D,73.5,California,159392.0,1,2012
268,District 17,0,Evelyn Li,R,26.5,California,57336.0,0,2012
269,District 17,1,Mike Honda,D,51.8,California,69561.0,1,2014
270,District 17,0,Ro Khanna,D,48.2,California,64847.0,0,2014
271,District 17,0,Ro Khanna,D,61.0,California,142268.0,1,2016
272,District 17,1,Mike Honda,D,39.0,California,90924.0,0,2016
273,District 17,1,Ro Khanna,D,72.8,California,79790.0,1,2018
274,District 17,0,Ron Cohen,R,27.2,California,29810.0,0,2018
275,District 18,1,Anna Eshoo,D,70.5,California,212831.0,1,2012
276,District 18,0,Dave Chapman,R,29.5,California,89103.0,0,2012
277,District 18,1,Anna Eshoo,D,67.8,California,133060.0,1,2014
278,District 18,0,Richard Fox,R,32.2,California,63326.0,0,2014
279,District 18,1,Anna Eshoo,D,71.1,California,230460.0,1,2016
280,District 18,0,Richard Fox,R,28.9,California,93470.0,0,2016
281,District 18,1,Anna Eshoo,D,71.5,California,105089.0,1,2018
282,District 18,0,Christine Russell,R,28.5,California,41792.0,0,2018
283,District 19,1,Zoe Lofgren,D,73.2,California,162300.0,1,2012
284,District 19,0,Robert Murray,R,26.8,California,59313.0,0,2012
285,District 19,1,Zoe Lofgren,D,67.2,California,85888.0,1,2014
286,District 19,0,Robert Murray,D,32.8,California,41900.0,0,2014
287,District 19,1,Zoe Lofgren,D,73.9,California,181802.0,1,2016
288,District 19,0,G. Burt Lancaster,R,26.1,California,64061.0,0,2016
289,District 19,1,Zoe Lofgren,D,70.8,California,81867.0,1,2018
290,District 19,0,Justin Aguilera,R,29.2,California,33845.0,0,2018
291,District 20,1,Sam Farr,D,74.1,California,172996.0,1,2012
292,District 20,0,Jeff Taylor,R,25.9,California,60566.0,0,2012
293,District 20,1,Sam Farr,D,75.2,California,106034.0,1,2014
294,District 20,0,Jimmy Panetta,D,70.8,California,180980.0,1,2016
295,District 20,0,Casey Lucius,R,29.2,California,74811.0,0,2016
296,District 20,1,Jimmy Panetta,D,79.0,California,95201.0,1,2018
297,District 21,0,David G. Valadao,R,57.8,California,67164.0,1,2012
298,District 21,0,John Hernandez,D,42.2,California,49119.0,0,2012
299,District 21,1,David Valadao,R,57.8,California,45907.0,1,2014
300,District 21,0,Amanda Renteria,D,42.2,California,33470.0,0,2014
301,District 21,1,David Valadao,R,56.7,California,75126.0,1,2016
302,District 21,0,Emilio Huerta,D,43.3,California,57282.0,0,2016
303,District 21,1,David G. Valadao,R,53.8,California,36850.0,1,2018
304,District 21,0,TJ Cox,D,46.2,California,31638.0,0,2018
305,District 22,1,Devin Nunes,R,61.9,California,132386.0,1,2012
306,District 22,0,Otto Lee,D,38.1,California,81555.0,0,2012
307,District 22,1,Devin Nunes,R,72.0,California,96053.0,1,2014
308,District 22,0,Suzanna Aguilera-Marrero,D,28.0,California,37289.0,0,2014
309,District 22,1,Devin Nunes,R,67.6,California,158755.0,1,2016
310,District 22,0,Louie Campos,D,32.4,California,76211.0,0,2016
311,District 22,1,Devin Nunes,R,55.8,California,75111.0,1,2018
312,District 22,0,Andrew Janz,D,44.2,California,59528.0,0,2018
313,District 23,1,Kevin McCarthy,R,73.2,California,158161.0,1,2012
314,District 23,1,Kevin McCarthy,R,74.8,California,100317.0,1,2014
315,District 23,0,Raul Garcia,D,25.2,California,33726.0,0,2014
316,District 23,1,Kevin McCarthy,R,69.2,California,167116.0,1,2016
317,District 23,0,Wendy Reed,D,30.8,California,74468.0,0,2016
318,District 23,1,Kevin McCarthy,R,66.5,California,89568.0,1,2018
319,District 23,0,Tatiana Matta,D,33.5,California,45152.0,0,2018
320,District 24,1,Lois Capps,D,55.1,California,156749.0,1,2012
321,District 24,0,Abel Maldonado,R,44.9,California,127746.0,0,2012
322,District 24,1,Lois Capps,D,51.9,California,103228.0,1,2014
323,District 24,0,Chris Mitchum,R,48.1,California,95566.0,0,2014
324,District 24,0,Salud Carbajal,D,53.4,California,166034.0,1,2016
325,District 24,0,Justin Fareed,R,46.6,California,144780.0,0,2016
326,District 24,1,Salud Carbajal,D,56.0,California,96187.0,1,2018
327,District 24,0,Justin Fareed,R,44.0,California,75695.0,0,2018
328,District 25,1,Buck McKeon,R,54.8,California,129593.0,1,2012
329,District 25,0,Lee Rogers,D,45.2,California,106982.0,0,2012
330,District 25,0,Steve Knight,R,53.3,California,60847.0,1,2014
331,District 25,0,Tony Strickland,R,46.7,California,53225.0,0,2014
332,District 25,1,Stephen Knight,R,53.1,California,138755.0,1,2016
333,District 25,0,Bryan Caforio,D,46.9,California,122406.0,0,2016
334,District 25,0,Katie Hill,D,51.3,California,83662.0,1,2018
335,District 25,1,Stephen Knight,R,48.7,California,79545.0,0,2018
336,District 26,0,Julia Brownley,D,52.7,California,139072.0,1,2012
337,District 26,0,Tony Strickland,R,47.3,California,124863.0,0,2012
338,District 26,1,Julia Brownley,D,51.3,California,87176.0,1,2014
339,District 26,0,Jeff Gorell,R,48.7,California,82653.0,0,2014
340,District 26,1,Julia Brownley,D,60.4,California,169248.0,1,2016
341,District 26,0,Rafael Dagnesses,R,39.6,California,111059.0,0,2016
342,District 26,1,Julia Brownley,D,59.4,California,96489.0,1,2018
343,District 26,0,Antonio Sabato Jr.,R,40.6,California,65894.0,0,2018
344,District 27,1,Judy Chu,D,64.0,California,154191.0,1,2012
345,District 27,0,Jack Orswell,R,36.0,California,86817.0,0,2012
346,District 27,1,Judy Chu,D,59.4,California,75728.0,1,2014
347,District 27,0,Jack Orswell,R,40.6,California,51852.0,0,2014
348,District 27,1,Judy Chu,D,67.4,California,168977.0,1,2016
349,District 27,0,Jack Orswell,R,32.6,California,81655.0,0,2016
350,District 27,1,Judy Chu,D,78.4,California,104414.0,1,2018
351,District 27,0,Bryan Witt,D,21.6,California,28740.0,0,2018
352,District 28,1,Adam Schiff,D,76.5,California,188703.0,1,2012
353,District 28,0,Phil Jennerjahn,R,23.5,California,58008.0,0,2012
354,District 28,1,Adam Schiff,D,76.5,California,91996.0,1,2014
355,District 28,1,Adam Schiff,D,78.0,California,210883.0,1,2016
356,District 28,0,Lenore Solis,R,22.0,California,59526.0,0,2016
357,District 28,1,Adam Schiff,D,76.4,California,127153.0,1,2018
358,District 28,0,Johnny Nalbandian,R,23.6,California,39188.0,0,2018
359,District 29,0,Tony Cardenas,D,74.1,California,111287.0,1,2012
360,District 29,1,Tony Cardenas,D,74.6,California,50096.0,1,2014
361,District 29,0,William O'Callaghan Leader,R,25.4,California,17045.0,0,2014
362,District 29,1,Tony Cardenas,D,74.7,California,128407.0,1,2016
363,District 29,0,Richard Alarcon,D,25.3,California,43417.0,0,2016
364,District 29,1,Tony Cardenas,D,79.2,California,78470.0,1,2018
365,District 29,0,Benito Bernal,R,20.8,California,20592.0,0,2018
366,District 30,1,Brad Sherman,D,60.3,California,149456.0,1,2012
367,District 30,1,Howard Berman,D,39.7,California,98395.0,0,2012
368,District 30,1,Brad Sherman,D,65.6,California,86568.0,1,2014
369,District 30,0,Mark Reed,R,34.4,California,45315.0,0,2014
370,District 30,1,Brad Sherman,D,72.6,California,205279.0,1,2016
371,District 30,0,Mark Reed,R,27.4,California,77325.0,0,2016
372,District 30,1,Brad Sherman,D,71.4,California,124383.0,1,2018
373,District 30,0,Mark Reed,R,28.6,California,49887.0,0,2018
374,District 31,1,Gary Miller,R,55.2,California,88964.0,1,2012
375,District 31,0,Bob Dutton,R,44.8,California,72255.0,0,2012
376,District 31,0,Pete Aguilar,D,51.7,California,51622.0,1,2014
377,District 31,0,Paul Chabot,R,48.3,California,48162.0,0,2014
378,District 31,1,Pete Aguilar,D,56.1,California,121070.0,1,2016
379,District 31,0,Paul Chabot,R,43.9,California,94866.0,0,2016
380,District 31,1,Pete Aguilar,D,56.1,California,61747.0,1,2018
381,District 31,0,Sean Flynn,R,43.9,California,48234.0,0,2018
382,District 32,1,Grace Napolitano,D,65.7,California,124903.0,1,2012
383,District 32,0,David Miller,R,34.3,California,65208.0,0,2012
384,District 32,1,Grace Napolitano,D,59.7,California,50353.0,1,2014
385,District 32,0,Art Alas,R,40.3,California,34053.0,0,2014
386,District 32,1,Grace Napolitano,D,61.6,California,114926.0,1,2016
387,District 32,0,Roger Hernandez,D,38.4,California,71720.0,0,2016
388,District 32,1,Grace Napolitano,D,66.7,California,79335.0,1,2018
389,District 32,0,Joshua Scott,R,33.3,California,39600.0,0,2018
390,District 33,1,Henry Waxman,D,54.0,California,171860.0,1,2012
391,District 33,0,Ted Lieu,D,59.2,California,108331.0,1,2014
392,District 33,0,Elan Carr,R,40.8,California,74700.0,0,2014
