,district,is_incumbent,name,party,percent,state,votes,won,year
781,District 17,1,Tom Rooney,R,63.2,Florida,141493.0,1,2014
782,District 17,0,Will Bronson,D,36.8,Florida,82263.0,0,2014
783,District 17,1,Thomas Rooney,R,61.8,Florida,209348.0,1,2016
784,District 17,0,April Freeman,D,34.2,Florida,115974.0,0,2016
785,District 17,0,Greg Steube,R,62.3,Florida,191997.0,1,2018
786,District 17,0,Allen Ellison,D,37.7,Florida,116377.0,0,2018
787,District 18,0,Patrick Murphy,D,50.3,Florida,166257.0,1,2012
788,District 18,1,Allen  West,R,49.7,Florida,164353.0,0,2012
789,District 18,1,Patrick Murphy,D,59.8,Florida,151478.0,1,2014
790,District 18,0,Carl Domino,R,40.2,Florida,101896.0,0,2014
791,District 18,0,Brian Mast,R,53.6,Florida,201488.0,1,2016
792,District 18,0,Randy Perkins,D,43.1,Florida,161918.0,0,2016
793,District 18,1,Brian Mast,R,54.4,Florida,160502.0,1,2018
794,District 18,0,Lauren Baer,D,45.6,Florida,134612.0,0,2018
795,District 19,1,Alcee L. Hastings,D,87.9,Florida,214727.0,1,2012
796,District 19,1,Curt Clawson,R,64.6,Florida,159354.0,1,2014
797,District 19,0,April Freeman,D,32.7,Florida,80824.0,0,2014
798,District 19,0,Francis Rooney,R,65.9,Florida,239225.0,1,2016
799,District 19,0,Robert Neeld,D,34.1,Florida,123812.0,0,2016
800,District 19,1,Francis Rooney,R,62.3,Florida,211321.0,1,2018
801,District 19,0,David Holden,D,37.7,Florida,127952.0,0,2018
802,District 20,1,Alcee L. Hastings,D,87.9,Florida,214727.0,1,2012
803,District 20,1,Alcee Hastings,D,81.6,Florida,128498.0,1,2014
804,District 20,0,Jay Bonner,R,18.4,Florida,28968.0,0,2014
805,District 20,1,Alcee Hastings,D,80.3,Florida,222914.0,1,2016
806,District 20,0,Gary Stein,R,19.7,Florida,54646.0,0,2016
807,District 20,1,Alcee L. Hastings,D,100.0,Florida,179983.0,1,2018
808,District 21,1,Theodore E. Deutch,D,77.8,Florida,221263.0,1,2012
809,District 21,1,Ted Deutch,D,99.6,Florida,153395.0,1,2014
810,District 21,1,Lois Frankel,D,62.7,Florida,210606.0,1,2016
811,District 21,0,Paul Spain,R,35.1,Florida,118038.0,0,2016
812,District 22,0,Lois Frankel,D,54.6,Florida,171021.0,1,2012
813,District 22,0,Adam Hasner,R,45.4,Florida,142050.0,0,2012
814,District 22,1,Lois Frankel,D,58.0,Florida,125404.0,1,2014
815,District 22,0,Paul Spain,R,42.0,Florida,90685.0,0,2014
816,District 22,1,Ted Deutch,D,58.9,Florida,199113.0,1,2016
817,District 22,0,Andrea Leigh McGee,R,41.1,Florida,138737.0,0,2016
818,District 22,1,Theodore E. Deutch,D,61.9,Florida,165927.0,1,2018
819,District 22,0,Nicolas Kimaz,R,38.1,Florida,102251.0,0,2018
820,District 23,1,Debbie Wasserman Schultz,D,63.2,Florida,174205.0,1,2012
821,District 23,0,Karen Harrington,R,35.6,Florida,98096.0,0,2012
822,District 23,1,Debbie Wasserman Schultz,D,62.7,Florida,103269.0,1,2014
823,District 23,0,Joe Kaufman,R,37.3,Florida,61519.0,0,2014
824,District 23,1,Debbie Wasserman Schultz,D,56.7,Florida,183225.0,1,2016
825,District 23,0,Joe Kaufman,R,40.5,Florida,130818.0,0,2016
826,District 23,1,Debbie Wasserman Schultz,D,58.4,Florida,144527.0,1,2018
827,District 23,0,Joe Kaufman,R,36.1,Florida,89482.0,0,2018
828,District 24,0,"Sandra ""Sandy"" Adams",R,59.6,Florida,146129.0,1,2012
829,District 24,0,Suzanne M. Kosmas,D,40.3,Florida,98787.0,0,2012
830,District 24,1,Frederica Wilson,D,86.2,Florida,129192.0,1,2014
831,District 24,0,Dufirstson Julio Neree,R,10.2,Florida,15239.0,0,2014
832,District 24,1,Frederica Wilson,D,100.0,Florida,,1,2016
833,District 25,1,Mario Diaz-Balart,R,75.6,Florida,151466.0,1,2012
834,District 25,1,Mario Diaz-Balart,R,75.6,Florida,151466.0,1,2014
835,District 25,1,Mario Diaz-Balart,R,62.4,Florida,157921.0,1,2016
836,District 25,0,Alina Valdes,D,37.6,Florida,95319.0,0,2016
837,District 25,1,Mario Diaz-Balart,R,60.5,Florida,128611.0,1,2018
838,District 25,0,Mary Barzee Flores,D,39.5,Florida,84034.0,0,2018
839,District 26,0,Joe Garcia,D,53.6,Florida,135694.0,1,2012
840,District 26,1,David Rivera,R,43.0,Florida,108820.0,0,2012
841,District 26,0,Carlos Curbelo,R,51.5,Florida,83031.0,1,2014
842,District 26,1,Joe Garcia,D,48.5,Florida,78306.0,0,2014
843,District 26,1,Carlos Curbelo,R,53.0,Florida,148547.0,1,2016
844,District 26,0,Joe Garcia,D,41.2,Florida,115493.0,0,2016
845,District 26,0,Debbie Mucarsel-Powell,D,50.7,Florida,116626.0,1,2018
846,District 26,1,Carlos Curbelo,R,49.3,Florida,113326.0,0,2018
847,District 27,1,Ileana Ros-Lehtinen,R,60.2,Florida,138488.0,1,2012
848,District 27,0,Manny Yevancey,D,36.9,Florida,85020.0,0,2012
849,District 27,1,Ileana Ros-Lehtinen,R,60.2,Florida,138488.0,1,2014
850,District 27,0,Manny Yevancey,D,36.9,Florida,85020.0,0,2014
851,District 27,1,Ileana Ros-Lehtinen,R,54.9,Florida,157917.0,1,2016
852,District 27,0,Scott Fuhrman,D,45.1,Florida,129760.0,0,2016
853,District 27,0,Donna Shalala,D,51.7,Florida,127144.0,1,2018
854,District 27,0,Maria Elvira Salazar,R,45.8,Florida,112638.0,0,2018
855,District 1,1,Jack Kingston,R,63.0,Georgia,157181.0,1,2012
856,District 1,0,Lesli Messinger,D,37.0,Georgia,92399.0,0,2012
857,District 1,0,"Earl ""Buddy"" Carter",R,60.91,Georgia,95337.0,1,2014
858,District 1,0,Brian Reese,D,39.09,Georgia,61175.0,0,2014
859,District 1,1,"Earl ""Buddy"" Carter",R,99.6,Georgia,210243.0,1,2016
860,District 1,1,"Earl ""Buddy"" Carter",R,58.0,Georgia,143931.0,1,2018
861,District 1,0,Lisa Ring,D,42.0,Georgia,104406.0,0,2018
862,District 2,1,Sanford Bishop,D,63.8,Georgia,162751.0,1,2012
863,District 2,0,John House,R,36.2,Georgia,92410.0,0,2012
864,District 2,1,Sanford Bishop,D,59.15,Georgia,96363.0,1,2014
865,District 2,0,Greg Duke,R,40.85,Georgia,66573.0,0,2014
866,District 2,1,"Sanford Bishop, Jr.",D,61.2,Georgia,148543.0,1,2016
867,District 2,0,Greg Duke,R,38.8,Georgia,94056.0,0,2016
868,District 2,1,Sanford Bishop Jr.,D,59.6,Georgia,135707.0,1,2018
869,District 2,0,Herman West Jr.,R,40.4,Georgia,92132.0,0,2018
870,District 3,1,Lynn Westmoreland,R,100.0,Georgia,232380.0,1,2012
871,District 3,1,Lynn Westmoreland,R,100.0,Georgia,156277.0,1,2014
872,District 3,0,Drew Ferguson,R,68.3,Georgia,207218.0,1,2016
873,District 3,0,Angela Pendley,D,31.7,Georgia,95969.0,0,2016
874,District 3,1,Drew Ferguson,R,65.6,Georgia,191700.0,1,2018
875,District 3,0,Chuck Enderlin,D,34.4,Georgia,100733.0,0,2018
876,District 4,1,Henry C. Johnson,D,73.6,Georgia,208861.0,1,2012
877,District 4,0,J. Chris Vaughn,R,26.4,Georgia,75041.0,0,2012
878,District 4,1,Hank Johnson,D,100.0,Georgia,161211.0,1,2014
879,District 4,1,Hank Johnson,D,75.7,Georgia,220146.0,1,2016
880,District 4,0,Victor Armendariz,R,24.3,Georgia,70593.0,0,2016
881,District 4,1,Hank Johnson,D,78.8,Georgia,225879.0,0,2018
882,District 4,0,Joe Profit,R,21.2,Georgia,60817.0,0,2018
883,District 5,1,John Lewis,D,84.4,Georgia,234330.0,1,2012
884,District 5,0,Howard Stopeck,R,15.6,Georgia,43335.0,0,2012
885,District 5,1,John Lewis,D,100.0,Georgia,170326.0,1,2014
886,District 5,1,John Lewis,D,84.4,Georgia,253781.0,1,2016
887,District 5,0,Douglas Bell,R,15.6,Georgia,46768.0,0,2016
888,District 6,1,Tom Price,R,64.5,Georgia,189669.0,1,2012
889,District 6,0,Jeff Kazanow,D,35.5,Georgia,104365.0,0,2012
890,District 6,1,Tom Price,R,66.04,Georgia,139018.0,1,2014
891,District 6,0,Robert Montigel,D,33.96,Georgia,71486.0,0,2014
892,District 6,1,Tom Price,R,61.7,Georgia,201088.0,1,2016
893,District 6,0,Rodney Stooksbury,D,38.3,Georgia,124917.0,0,2016
894,District 6,0,Karen Handel,R,51.8,Georgia,134799.0,1,2017
895,District 6,0,Jon Ossoff,D,48.2,Georgia,125517.0,0,2017
896,District 6,0,Lucy McBath,D,50.5,Georgia,159353.0,1,2018
897,District 6,1,Karen Handel,R,49.5,Georgia,156419.0,0,2018
898,District 7,1,Rob Woodall,R,62.2,Georgia,156689.0,1,2012
899,District 7,0,Steve Reilly,D,37.8,Georgia,95377.0,0,2012
900,District 7,0,Rob Woodall,R,65.39,Georgia,113557.0,1,2014
901,District 7,0,Thomas Wight,D,34.61,Georgia,60112.0,0,2014
902,District 7,1,Rob Woodall,R,60.4,Georgia,174081.0,1,2016
903,District 7,0,Rashid Malik,D,39.6,Georgia,114220.0,0,2016
904,District 7,1,Rob Woodall,R,50.2,Georgia,139402.0,0,2018
905,District 7,0,Carolyn Bourdeaux,D,49.8,Georgia,138251.0,0,2018
906,District 8,1,Austin Scott,R,100.0,Georgia,197789.0,1,2012
907,District 8,1,Austin Scott,R,100.0,Georgia,129938.0,1,2014
908,District 8,1,Austin Scott,R,67.6,Georgia,173983.0,1,2016
909,District 8,0,James Neal Harris,D,32.4,Georgia,83225.0,0,2016
910,District 8,1,Austin Scott,R,100.0,Georgia,197401.0,1,2018
911,District 9,0,Jody Cooley,D,23.8,Georgia,60052.0,0,2012
912,District 9,0,Doug Collins,R,76.2,Georgia,192101.0,1,2012
913,District 9,1,Doug Collins,R,80.67,Georgia,146059.0,1,2014
914,District 9,0,David Vogel,D,19.33,Georgia,34988.0,0,2014
915,District 9,1,Doug Collins,R,100.0,Georgia,256535.0,1,2016
916,District 9,1,Doug Collins,R,79.6,Georgia,224331.0,1,2018
917,District 9,0,Josh McCall,D,20.4,Georgia,57556.0,0,2018
918,District 10,1,Paul Broun,R,100.0,Georgia,211065.0,1,2012
919,District 10,0,Ken Dious,D,33.48,Georgia,65777.0,0,2014
920,District 10,0,Jody Hice,R,66.52,Georgia,130703.0,1,2014
921,District 10,1,Jody Hice,R,100.0,Georgia,243725.0,1,2016
922,District 10,1,Jody Hice,R,63.5,Georgia,188210.0,1,2018
923,District 10,0,Tabitha Johnson-Green,D,36.5,Georgia,108349.0,0,2018
924,District 11,1,Phil Gingrey,R,68.6,Georgia,196968.0,1,2012
925,District 11,0,Patrick Thompson,D,31.4,Georgia,90353.0,0,2012
926,District 11,0,Barry Loudermilk,R,100.0,Georgia,161532.0,1,2014
927,District 11,1,Barry Loudermilk,R,67.4,Georgia,217935.0,1,2016
928,District 11,0,Don Wilson,D,32.6,Georgia,105383.0,0,2016
929,District 11,1,Barry Loudermilk,R,61.9,Georgia,191529.0,1,2018
930,District 11,0,Flynn Broady Jr.,D,38.1,Georgia,118053.0,0,2018
931,District 12,1,John Barrow,D,53.7,Georgia,139148.0,1,2012
932,District 12,0,Lee Anderson,R,46.3,Georgia,119973.0,0,2012
933,District 12,1,John Barrow,D,45.25,Georgia,75377.0,0,2014
934,District 12,0,Rick Allen,R,54.75,Georgia,91336.0,1,2014
935,District 12,1,Rick Allen,R,61.6,Georgia,159492.0,1,2016
936,District 12,0,Tricia Carpenter McCracken,D,38.4,Georgia,99420.0,0,2016
937,District 12,1,Rick Allen,R,59.5,Georgia,148092.0,1,2018
938,District 12,0,Francys Johnson,D,40.5,Georgia,100985.0,0,2018
939,District 13,1,David Scott,D,71.7,Georgia,201988.0,1,2012
940,District 13,0,S. Malik,R,28.3,Georgia,79550.0,0,2012
941,District 13,1,David Scott,D,100.0,Georgia,159445.0,1,2014
942,District 13,1,David Scott,D,100.0,Georgia,252833.0,1,2016
943,District 13,1,David Scott,D,76.1,Georgia,220662.0,1,2018
944,District 13,0,David Callahan,R,23.9,Georgia,69347.0,0,2018
945,District 14,1,Tom Graves,R,73.0,Georgia,159947.0,1,2012
946,District 14,0,Daniel Grant,D,27.0,Georgia,59245.0,0,2012
947,District 14,1,Tom Graves,R,100.0,Georgia,118782.0,1,2014
948,District 14,1,Tom Graves,R,100.0,Georgia,216743.0,1,2016
949,District 14,1,Tom Graves,R,76.5,Georgia,175482.0,1,2018
950,District 14,0,Steven Foster,D,23.5,Georgia,53841.0,0,2018
951,District 1,1,Colleen Hanabusa,D,53.5,Hawaii,116505.0,1,2012
952,District 1,0,Charles Djou,R,44.5,Hawaii,96824.0,0,2012
953,District 1,0,Mark Takai,D,51.2,Hawaii,93390.0,1,2014
954,District 1,0,Charles Djou,R,47.4,Hawaii,86454.0,0,2014
955,District 1,0,Colleen Hanabusa,D,71.9,Hawaii,145417.0,1,2016
956,District 1,0,Shirlene Ostrov,R,22.7,Hawaii,45958.0,0,2016
957,District 1,0,Ed Case,D,73.2,Hawaii,130384.0,1,2018
958,District 1,0,Cam Cavasso,R,23.0,Hawaii,41063.0,0,2018
959,District 2,0,Tulsi Gabbard,D,76.9,Hawaii,168503.0,1,2012
960,District 2,0,"Kawika ""David"" Crowley",R,18.6,Hawaii,40707.0,0,2012
961,District 2,1,Tulsi Gabbard,D,75.8,Hawaii,141996.0,1,2014
962,District 2,0,Kawika Crowley,R,17.9,Hawaii,33624.0,0,2014
963,District 2,1,Tulsi Gabbard,D,81.2,Hawaii,170848.0,1,2016
964,District 2,0,Angela Aulani Kaaihue,R,18.8,Hawaii,39668.0,0,2016
965,District 2,1,Tulsi Gabbard,D,77.3,Hawaii,150161.0,1,2018
966,District 2,0,Brian Evans,R,22.7,Hawaii,43994.0,0,2018
967,District 1,1,Raul R. Labrador,R,63.0,Idaho,199402.0,1,2012
968,District 1,0,Jimmy Farris,D,30.8,Idaho,97450.0,0,2012
969,District 1,1,Raul Labrador,R,65.0,Idaho,143580.0,1,2014
970,District 1,0,Shirley Ringo,D,35.0,Idaho,77277.0,0,2014
971,District 1,1,Raul Labrador,R,68.2,Idaho,242252.0,1,2016
972,District 1,0,James Piotrowski,D,31.8,Idaho,113052.0,0,2016
973,District 1,0,Russ Fulcher,R,62.4,Idaho,176475.0,1,2018
974,District 1,0,Cristina McNeil,D,31.3,Idaho,88362.0,0,2018
975,District 2,1,Mike Simpson,R,65.1,Idaho,207412.0,1,2012
976,District 2,0,Nicole LeFavour,D,34.8,Idaho,110847.0,0,2012
977,District 2,1,Mike Simpson,R,61.4,Idaho,131492.0,1,2014
978,District 2,0,Richard Stallings,D,38.6,Idaho,82801.0,0,2014
979,District 2,1,Michael Simpson,R,62.9,Idaho,205292.0,1,2016
980,District 2,0,Jennifer Martinez,D,29.4,Idaho,95940.0,0,2016
981,District 2,1,Michael K. Simpson,R,60.6,Idaho,169671.0,1,2018
982,District 2,0,Aaron Swisher,D,39.4,Idaho,110221.0,0,2018
983,District 1,1,Bobby Rush,D,73.8,Illinois,236854.0,1,2012
984,District 1,0,Donald Peloquin,R,26.2,Illinois,83989.0,0,2012
985,District 1,1,Bobby Rush,D,73.1,Illinois,162268.0,1,2014
986,District 1,0,Jimmy Lee Tillman,R,26.9,Illinois,59749.0,0,2014
987,District 1,1,Bobby Rush,D,74.1,Illinois,234037.0,1,2016
988,District 1,0,August (O'Neill) Deuser,R,25.9,Illinois,81817.0,0,2016
989,District 1,1,Bobby Rush,D,72.6,Illinois,176560.0,1,2018
990,District 1,0,Jimmy Lee Tillman II,R,20.6,Illinois,49976.0,0,2018
991,District 2,1,Jesse Jackson Jr.,D,63.3,Illinois,188303.0,1,2012
992,District 2,0,Brian Woodworth,R,23.2,Illinois,69115.0,0,2012
993,District 2,1,Robin Kelly,D,78.5,Illinois,160337.0,1,2014
994,District 2,0,Eric Wallace,R,21.4,Illinois,43799.0,0,2014
995,District 2,1,Robin Kelly,D,79.8,Illinois,235051.0,1,2016
996,District 2,0,John Morrow,R,20.2,Illinois,59471.0,0,2016
997,District 2,1,Robin Kelly,D,80.7,Illinois,183816.0,1,2018
998,District 2,0,David Merkle,R,19.3,Illinois,43875.0,0,2018
999,District 3,1,Daniel Lipinski,D,68.5,Illinois,168738.0,1,2012
1000,District 3,0,Richard Grabowski,R,31.5,Illinois,77653.0,0,2012
1001,District 3,1,Dan Lipinski,D,64.6,Illinois,116764.0,1,2014
1002,District 3,0,Sharon Brannigan,R,35.4,Illinois,64091.0,0,2014
1003,District 3,1,Daniel Lipinski,D,100.0,Illinois,225320.0,1,2016
1004,District 3,1,Daniel Lipinski,D,73.5,Illinois,155940.0,1,2018
1005,District 3,0,Arthur Jones,R,26.5,Illinois,56350.0,0,2018
1006,District 4,1,Luis Gutierrez,D,83.0,Illinois,133226.0,1,2012
1007,District 4,0,Hector Concepcion,R,17.0,Illinois,27279.0,0,2012
1008,District 4,1,Luis Gutierrez,D,78.1,Illinois,79666.0,1,2014
1009,District 4,0,Hector Concepcion,R,21.9,Illinois,22278.0,0,2014
1010,District 4,1,Luis Gutierrez,D,100.0,Illinois,171297.0,1,2016
1011,District 4,0,Jesus Garcia,D,86.5,Illinois,134522.0,1,2018
1012,District 4,0,Mark Wayne Lorch,R,13.5,Illinois,21083.0,0,2018
1013,District 5,1,Mike Quigley,D,65.7,Illinois,177729.0,1,2012
1014,District 5,0,Dan Schmitt,R,28.6,Illinois,77289.0,0,2012
1015,District 5,1,Mike Quigley,D,63.2,Illinois,116364.0,1,2014
1016,District 5,0,Vince Kolber,R,30.6,Illinois,56350.0,0,2014
1017,District 5,1,Mike Quigley,D,67.8,Illinois,212842.0,1,2016
1018,District 5,0,Vince Kolber,R,27.5,Illinois,86222.0,0,2016
1019,District 5,1,Mike Quigley,D,76.1,Illinois,197162.0,1,2018
1020,District 5,0,Tom Hanson,R,23.9,Illinois,62039.0,0,2018
1021,District 6,1,Peter Roskam,R,59.2,Illinois,193138.0,1,2012
1022,District 6,0,Leslie Coolidge,D,40.8,Illinois,132991.0,0,2012
1023,District 6,1,Peter Roskam,R,67.1,Illinois,160278.0,1,2014
1024,District 6,0,Michael Mason,D,32.9,Illinois,78465.0,0,2014
1025,District 6,1,Peter Roskam,R,59.2,Illinois,208555.0,1,2016
1026,District 6,0,Amanda Howland,D,40.8,Illinois,143591.0,0,2016
1027,District 6,0,Sean Casten,D,52.8,Illinois,156346.0,1,2018
1028,District 6,1,Peter J. Roskam,R,47.2,Illinois,139667.0,0,2018
1029,District 7,1,Danny K. Davis,D,84.6,Illinois,242439.0,1,2012
1030,District 7,0,Rita Zak,R,11.0,Illinois,31466.0,0,2012
1031,District 7,1,Danny K. Davis,D,85.1,Illinois,155110.0,1,2014
1032,District 7,0,Robert Bumpers,R,14.9,Illinois,27168.0,0,2014
1033,District 7,1,Danny K. Davis,D,84.2,Illinois,250584.0,1,2016
1034,District 7,0,Jeffrey Leef,R,15.8,Illinois,46882.0,0,2016
1035,District 7,1,Danny K. Davis,D,87.8,Illinois,199625.0,1,2018
1036,District 7,0,Craig Cameron,R,12.2,Illinois,27776.0,0,2018
1037,District 8,0,Tammy Duckworth,D,54.7,Illinois,123206.0,1,2012
1038,District 8,1,Joe Walsh,R,45.3,Illinois,101860.0,0,2012
1039,District 8,1,Tammy Duckworth,D,55.7,Illinois,84178.0,1,2014
1040,District 8,0,Lawrence Kaifesh,R,44.3,Illinois,66878.0,0,2014
1041,District 8,0,Raja Krishnamoorthi,D,58.3,Illinois,144954.0,1,2016
1042,District 8,0,Pete DiCianni,R,41.7,Illinois,103617.0,0,2016
1043,District 8,1,Raja Krishnamoorthi,D,65.6,Illinois,124908.0,1,2018
1044,District 8,0,Jitendra Diganvker,R,34.4,Illinois,65576.0,0,2018
1045,District 9,1,Jan Schakowsky,D,66.3,Illinois,194869.0,1,2012
1046,District 9,0,Timothy Wolfe,R,33.7,Illinois,98924.0,0,2012
1047,District 9,1,Jan Schakowsky,D,66.1,Illinois,141000.0,1,2014
1048,District 9,0,Susanne Atanus,R,33.9,Illinois,72384.0,0,2014
1049,District 9,1,Janice Schakowsky,D,66.5,Illinois,217306.0,1,2016
1050,District 9,0,Joan McCarthy Lasonde,R,33.5,Illinois,109550.0,0,2016
1051,District 9,1,Jan Schakowsky,D,73.0,Illinois,202372.0,1,2018
1052,District 9,0,John Elleson,R,27.0,Illinois,74910.0,0,2018
1053,District 10,0,Brad Schneider,D,50.6,Illinois,133890.0,1,2012
1054,District 10,1,Robert J. Dold,R,49.4,Illinois,130564.0,0,2012
1055,District 10,0,Bob Dold Jr.,R,51.3,Illinois,95992.0,1,2014
1056,District 10,1,Brad Schneider,D,48.7,Illinois,91136.0,0,2014
1057,District 10,0,Brad Schneider,D,52.6,Illinois,150435.0,1,2016
1058,District 10,1,Robert Dold,R,47.4,Illinois,135535.0,0,2016
1059,District 10,1,Brad Schneider,D,65.4,Illinois,151860.0,1,2018
1060,District 10,0,Doug Bennett,R,34.6,Illinois,80361.0,0,2018
1061,District 11,0,Bill Foster,D,58.6,Illinois,148928.0,1,2012
1062,District 11,1,Judy Biggert,R,41.4,Illinois,105348.0,0,2012
1063,District 11,1,Bill Foster,D,53.5,Illinois,93436.0,1,2014
1064,District 11,0,Darlene Senger,R,46.5,Illinois,81335.0,0,2014
1065,District 11,1,Bill Foster,D,60.4,Illinois,166578.0,1,2016
1066,District 11,0,Tonia Khouri,R,39.6,Illinois,108995.0,0,2016
1067,District 11,1,Bill Foster,D,63.6,Illinois,140907.0,1,2018
1068,District 11,0,Nick Stella,R,36.4,Illinois,80775.0,0,2018
1069,District 12,0,William Enyart,D,51.7,Illinois,157000.0,1,2012
1070,District 12,0,Jason Plummer,R,42.7,Illinois,129902.0,0,2012
1071,District 12,0,Mike Bost,R,52.5,Illinois,110038.0,1,2014
1072,District 12,1,Bill Enyart,D,41.9,Illinois,87860.0,0,2014
1073,District 12,1,Mike Bost,R,54.3,Illinois,169976.0,1,2016
1074,District 12,0,C.J. Baricevic,D,39.7,Illinois,124246.0,0,2016
1075,District 12,1,Mike Bost,R,52.0,Illinois,129986.0,1,2018
1076,District 12,0,Brendan Kelly,D,45.0,Illinois,112680.0,0,2018
1077,District 13,0,Rodney Davis,R,46.5,Illinois,137034.0,1,2012
1078,District 13,0,David Gill,D,46.2,Illinois,136032.0,0,2012
1079,District 13,1,Rodney Davis,R,58.7,Illinois,123337.0,1,2014
1080,District 13,0,Ann Callis,D,41.3,Illinois,86935.0,0,2014
1081,District 13,1,Rodney Davis,R,59.7,Illinois,187583.0,1,2016
1082,District 13,0,Mark Wicklund,D,40.3,Illinois,126811.0,0,2016
1083,District 13,1,Rodney Davis,R,50.7,Illinois,135680.0,1,2018
1084,District 13,0,Betsy Londrigan,D,49.3,Illinois,131958.0,0,2018
1085,District 14,1,Randy Hultgren,R,58.8,Illinois,177603.0,1,2012
1086,District 14,0,Dennis Anderson,D,41.2,Illinois,124351.0,0,2012
1087,District 14,1,Randy Hultgren,R,65.4,Illinois,145369.0,1,2014
1088,District 14,0,Dennis Anderson,D,34.6,Illinois,76861.0,0,2014
1089,District 14,1,Randy Hultgren,R,59.3,Illinois,200508.0,1,2016
1090,District 14,0,Jim Walz,D,40.7,Illinois,137589.0,0,2016
1091,District 14,0,Lauren Underwood,D,52.0,Illinois,133597.0,1,2018
1092,District 14,1,Randy Hultgren,R,48.0,Illinois,123252.0,0,2018
1093,District 15,1,John Shimkus,R,68.6,Illinois,205775.0,1,2012
1094,District 15,0,Angela Michael,D,31.4,Illinois,94162.0,0,2012
1095,District 15,1,John Shimkus,R,74.9,Illinois,166274.0,1,2014
1096,District 15,0,Eric Thorsland,D,25.1,Illinois,55652.0,0,2014
1097,District 15,1,John Shimkus,R,100.0,Illinois,274554.0,1,2016
1098,District 15,1,John Shimkus,R,72.0,Illinois,177682.0,1,2018
1099,District 15,0,Kevin Gaither,D,28.0,Illinois,69234.0,0,2018
1100,District 16,1,Adam Kinzinger,R,61.8,Illinois,181789.0,1,2012
1101,District 16,0,Wanda Rohl,D,38.2,Illinois,112301.0,0,2012
1102,District 16,1,Adam Kinzinger,R,70.6,Illinois,153388.0,1,2014
1103,District 16,0,Randall Olsen,D,29.4,Illinois,63810.0,0,2014
1104,District 16,1,Adam Kinzinger,R,99.9,Illinois,259722.0,1,2016
1105,District 16,1,Adam Kinzinger,R,59.7,Illinois,149205.0,1,2018
1106,District 16,0,Sara Dady,D,40.3,Illinois,100789.0,0,2018
1107,District 17,0,Cheri Bustos,D,53.3,Illinois,153519.0,1,2012
1108,District 17,1,Bobby Schilling,R,46.7,Illinois,134623.0,0,2012
1109,District 17,1,Cheri Bustos,D,55.5,Illinois,110560.0,1,2014
1110,District 17,0,Bobby Schilling,R,44.5,Illinois,88785.0,0,2014
1111,District 17,1,Cheri Bustos,D,60.3,Illinois,173125.0,1,2016
1112,District 17,0,Patrick Harlan,R,39.7,Illinois,113943.0,0,2016
1113,District 17,1,Cheri Bustos,D,61.8,Illinois,139461.0,1,2018
1114,District 17,0,Bill Fawell,R,38.2,Illinois,86218.0,0,2018
1115,District 18,1,Aaron Schock,R,74.2,Illinois,244467.0,1,2012
1116,District 18,0,Steve Waterworth,D,25.8,Illinois,85164.0,0,2012
1117,District 18,1,Aaron Schock,R,74.7,Illinois,184636.0,1,2014
1118,District 18,0,Darrel Miller,D,25.3,Illinois,62377.0,0,2014
1119,District 18,1,Darin LaHood,R,72.1,Illinois,250506.0,1,2016
1120,District 18,0,Junius Rodriguez,D,27.9,Illinois,96770.0,0,2016
1121,District 18,1,Darin LaHood,R,67.5,Illinois,193543.0,1,2018
1122,District 18,0,Junius Rodriguez,D,32.5,Illinois,93330.0,0,2018
1123,District 1,1,Peter J. Visclosky,D,67.3,Indiana,187743.0,1,2012
1124,District 1,0,Joel Phelps,R,32.7,Indiana,91291.0,0,2012
1125,District 1,1,Peter Visclosky,D,60.8,Indiana,86579.0,1,2014
1126,District 1,0,Mark Leyva,R,35.8,Indiana,51000.0,0,2014
1127,District 1,1,Peter Visclosky,D,81.5,Indiana,207515.0,1,2016
1128,District 1,1,Peter Visclosky,D,67.3,Indiana,120477.0,1,2018
1129,District 1,0,Mark Leyva,R,32.7,Indiana,58473.0,0,2018
1130,District 2,0,Jackie Walorski,R,49.0,Indiana,134033.0,1,2012
1131,District 2,0,Brendan Mullen,D,47.6,Indiana,130113.0,0,2012
1132,District 2,1,Jackie Walorski,R,58.9,Indiana,85583.0,1,2014
1133,District 2,0,Joe Bock,D,38.3,Indiana,55590.0,0,2014
1134,District 2,1,Jackie Walorski,R,59.3,Indiana,164355.0,1,2016
1135,District 2,0,Lynn Coleman,D,36.9,Indiana,102401.0,0,2016
1136,District 2,1,Jackie Walorski,R,57.1,Indiana,117901.0,1,2018
1137,District 2,0,Mel Hall,D,42.9,Indiana,88593.0,0,2018
1138,District 3,1,Marlin Stutzman,R,67.0,Indiana,187872.0,1,2012
1139,District 3,0,Kevin Boyd,D,33.0,Indiana,92363.0,0,2012
1140,District 3,1,Marlin Stutzman,R,65.8,Indiana,97892.0,1,2014
1141,District 3,0,Justin Kuhnle,D,26.7,Indiana,39771.0,0,2014
1142,District 3,0,Jim Banks,R,70.1,Indiana,201396.0,1,2016
1143,District 3,0,Tommy Schrader,D,23.0,Indiana,66023.0,0,2016
1144,District 3,1,Jim Banks,R,64.7,Indiana,158655.0,1,2018
1145,District 3,0,Courtney Tritch,D,35.3,Indiana,86420.0,0,2018
1146,District 4,1,Todd Rokita,R,62.0,Indiana,168688.0,1,2012
1147,District 4,0,Tara Nelson,D,34.2,Indiana,93015.0,0,2012
