,district,is_incumbent,name,party,percent,state,votes,won,year
0,District 19,,Randy Neugebauer,R,85.0,Texas,160136.0,1,2012
1,District 19,,Randy Neugebauer,R,78.0,Texas,106059.0,1,2010
2,District 19,,Andy Wilson,D,19.0,Texas,25984.0,0,2010
3,District 19,,Randy Neugebauer,R,72.0,Texas,168501.0,1,2008
4,District 19,,Dwight Fullingim,D,25.0,Texas,58030.0,0,2008
5,District 19,,Randy Neugebauer,R,68.0,Texas,92811.0,1,2006
6,District 19,,Robert Ricketts,D,30.0,Texas,40853.0,0,2006
7,District 19,,Randy Neugebauer,R,58.4,Texas,136459.0,1,2004
8,District 19,,Charles Stenholm,D,40.0,Texas,93531.0,0,2004
9,District 42,1.0,Clair Burgener ,R,67.4,California,155965.0,1,1972
10,District 42,0.0,Bob Lowe,D,29.2,California,67477.0,0,1972
11,District 42,1.0,Lionel Van Deerlin ,D,69.9,California,69746.0,1,1974
12,District 42,0.0,Wes Marden,R,30.1,California,30058.0,0,1974
13,District 42,1.0,Lionel Van Deerlin ,D,76.0,California,103062.0,1,1976
14,District 42,0.0,Wes Marden,R,24.0,California,32565.0,0,1976
15,District 42,1.0,Lionel Van Deerlin ,D,73.7,California,85126.0,1,1978
16,District 42,0.0,Lawrence C. Mattera,R,26.3,California,30319.0,0,1978
17,District 42,,Duncan Hunter,R,53.3,California,79713.0,1,1980
18,District 42,1.0,Lionel Van Deerlin ,D,46.7,California,69936.0,0,1980
19,District 42,1.0,Dan Lungren ,R,69.0,California,142845.0,1,1982
20,District 42,0.0,James P. Spellman,D,28.3,California,58690.0,0,1982
21,District 42,1.0,Dan Lungren ,R,73.0,California,177783.0,1,1984
22,District 42,0.0,Mary Lou Brophy,D,24.6,California,60025.0,0,1984
23,District 42,1.0,Dan Lungren ,R,72.8,California,140364.0,1,1986
24,District 42,0.0,Michael P. Blackburn,D,24.7,California,47586.0,0,1986
25,District 42,,Dana Rohrabacher,R,64.2,California,153280.0,1,1988
26,District 42,,Guy C. Kimbrough,D,33.0,California,78778.0,0,1988
27,District 42,1.0,Dana Rohrabacher ,R,59.3,California,109353.0,1,1990
28,District 42,0.0,Guy C. Kimbrough,D,36.5,California,67189.0,0,1990
29,District 42,1.0,"George Brown, Jr. ",D,50.7,California,79780.0,1,1992
30,District 42,0.0,Dick Rutan,R,44.0,California,69251.0,0,1992
31,District 42,1.0,"George Brown, Jr. ",D,51.12,California,58888.0,1,1994
32,District 42,0.0,Rob Guzman,R,48.83,California,56259.0,0,1994
33,District 42,1.0,"George Brown, Jr. ",D,50.5,California,52166.0,1,1996
34,District 42,0.0,Linda Wilde,R,49.5,California,51170.0,0,1996
35,District 42,1.0,"George Brown, Jr.  ",D,55.29,California,62207.0,1,1998
36,District 42,0.0,Elia Pirozzi,R,40.28,California,45328.0,0,1998
37,District 42,1.0,Joe Baca ,D,59.8,California,90585.0,1,2000
38,District 42,0.0,Eli Pirozzi,R,35.2,California,53239.0,0,2000
39,District 42,1.0,Gary Miller ,R,67.8,California,98476.0,1,2002
40,District 42,0.0,Richard Waldron,D,29.0,California,42090.0,0,2002
41,District 42,1.0,Gary Miller ,R,68.2,California,167632.0,1,2004
42,District 42,0.0,Lewis Myers,D,31.8,California,78393.0,0,2004
43,District 42,1.0,Gary Miller ,R,100.0,California,129720.0,1,2006
44,District 42,1.0,Gary Miller ,R,60.16,California,158404.0,1,2010
45,District 42,0.0,Ed Chau,D,39.84,California,104909.0,0,2010
46,District 42,1.0,Gary Miller ,R,62.0,California,127161.0,1,2010
47,District 42,0.0,Michael Williamson,D,32.0,California,65122.0,0,2010
48,District 42,1.0,Ken Calvert ,R,61.0,California,130245.0,1,2012
49,District 42,0.0,Michael Williamson,D,39.0,California,84702.0,0,2012
50,District 42,1.0,Ken Calvert ,R,66.0,California,74540.0,1,2014
51,District 42,0.0,Tim Sheridan,D,34.0,California,38850.0,0,2014
52,District 42,1.0,Ken Calvert ,R,58.8,California,149547.0,1,2016
53,District 42,0.0,Tim Sheridan,D,41.2,California,104689.0,0,2016
54,District 3,,Rosa DeLauro,D,52.0,Connecticut,90772.0,1,1990
55,District 3,,Tom Scott,R,48.0,Connecticut,83440.0,0,1990
56,District 3,1.0,Rosa DeLauro ,D,66.0,Connecticut,162568.0,1,1992
57,District 3,0.0,Tom Scott,R,34.0,Connecticut,84952.0,0,1992
58,District 3,1.0,Rosa DeLauro ,D,63.0,Connecticut,111261.0,1,1994
59,District 3,0.0,Susan Johnson,R,37.0,Connecticut,64094.0,0,1994
60,District 3,1.0,Rosa DeLauro ,D,71.0,Connecticut,150798.0,1,1996
61,District 3,0.0,John Coppola,R,28.0,Connecticut,59335.0,0,1996
62,District 3,1.0,Rosa DeLauro ,D,71.0,Connecticut,109726.0,1,1998
63,District 3,0.0,Martin Reust,R,27.0,Connecticut,42090.0,0,1998
64,District 3,1.0,Rosa DeLauro ,D,72.0,Connecticut,156910.0,1,2000
65,District 3,0.0,June Gold,R,28.0,Connecticut,60037.0,0,2000
66,District 3,1.0,Rosa DeLauro ,D,66.0,Connecticut,121557.0,1,2002
67,District 3,0.0,Richard Elser,R,30.0,Connecticut,54757.0,0,2002
68,District 3,1.0,Rosa DeLauro ,D,72.0,Connecticut,200638.0,1,2004
69,District 3,0.0,Richard Elser,R,25.0,Connecticut,69160.0,0,2004
70,District 3,1.0,Rosa DeLauro ,D,76.0,Connecticut,150436.0,1,2006
71,District 3,0.0,Joseph Vollano,R,22.0,Connecticut,44386.0,0,2006
72,District 3,1.0,Rosa DeLauro ,D,77.0,Connecticut,228022.0,1,2008
73,District 3,0.0,Bo Itshaky,R,20.0,Connecticut,58589.0,0,2008
74,District 3,1.0,Rosa DeLauro ,D,65.0,Connecticut,143565.0,1,2010
75,District 3,0.0,Jerry Labriola Jr.,R,34.0,Connecticut,74107.0,0,2010
76,District 3,1.0,Rosa DeLauro ,D,75.0,Connecticut,217573.0,1,2012
77,District 3,0.0,Wayne Winsley,R,25.0,Connecticut,73726.0,0,2012
78,District 3,1.0,Rosa DeLauro ,D,67.0,Connecticut,140485.0,1,2014
79,District 3,0.0,James Brown,R,33.0,Connecticut,69454.0,0,2014
80,District 3,1.0,Rosa DeLauro ,D,69.0,Connecticut,208900.0,1,2016
81,District 3,0.0,Angel Cadena,R,31.0,Connecticut,95370.0,0,2016
82,District 10,,George Ringo,D,21.9,California,17890.0,1,1912
83,District 10,,Henry Z. Osborne,R,28.9,California,33172.0,1,1914
84,District 10,,Nathan Newby,D,15.5,California,17810.0,0,1914
85,District 10,,Henry Z. Osborne,R,49.5,California,63913.0,1,1916
86,District 10,,Rufus W. Bowden,D,25.7,California,33225.0,0,1916
87,District 10,1.0,Henry Z. Osborne ,R,88.2,California,72773.0,1,1918
88,District 10,1.0,Henry Z. Osborne ,R,82.7,California,97469.0,1,1920
89,District 10,1.0,Henry Z. Osborne ,R,100.0,California,98739.0,1,1922
90,District 10,1.0,John D. Fredericks ,R,62.3,California,133780.0,1,1924
91,District 10,0.0,Robert W. Richardson,D,37.7,California,80870.0,0,1924
92,District 10,1.0,Joe Crail ,R,86.8,California,144677.0,1,1926
93,District 10,1.0,Joe Crail ,R,93.9,California,301028.0,1,1928
94,District 10,0.0,Harry Sherr,D,6.1,California,19659.0,0,1928
95,District 10,1.0,Joe Crail ,R,75.0,California,162502.0,1,1930
96,District 10,0.0,John F. Dockweiler,D,25.0,California,54231.0,0,1930
97,District 10,,Henry E. Stubbs,D,55.3,California,50390.0,1,1932
98,District 10,,Arthur S. Crites,R,44.7,California,40794.0,0,1932
99,District 10,1.0,Henry E. Stubbs ,D,64.4,California,68475.0,1,1934
100,District 10,0.0,George R. Bliss,R,35.6,California,37860.0,0,1934
101,District 10,1.0,Henry E. Stubbs ,D,69.6,California,72476.0,1,1936
102,District 10,0.0,George R. Bliss,R,30.4,California,31700.0,0,1936
103,District 10,1.0,Alfred J. Elliott ,D,67.3,California,84791.0,1,1938
104,District 10,0.0,F. Fred Hoelscher,R,32.7,California,41194.0,0,1938
105,District 10,1.0,Alfred J. Elliott ,D,97.0,California,125845.0,1,1940
106,District 10,1.0,Alfred J. Elliott ,D,100.0,California,43864.0,1,1942
107,District 10,1.0,Alfred J. Elliott ,D,100.0,California,60001.0,1,1944
108,District 10,1.0,Alfred J. Elliott ,D,100.0,California,51843.0,1,1946
109,District 10,,Thomas H. Werdel,R,71.3,California,67448.0,1,1948
110,District 10,1.0,Thomas H. Werdel ,R,53.6,California,59313.0,1,1950
111,District 10,0.0,Harlan Hagen,D,46.4,California,51409.0,0,1950
112,District 10,,Charles S. Gubser,R,59.2,California,106375.0,1,1952
113,District 10,,Arthur L. Johnson,D,39.1,California,70271.0,0,1952
114,District 10,1.0,Charles S. Gubser ,R,61.2,California,94418.0,1,1954
115,District 10,0.0,Paul V. Birmingham,D,38.8,California,59843.0,0,1954
116,District 10,1.0,Charles S. Gubser ,R,60.7,California,128891.0,1,1956
117,District 10,0.0,William H. Vatcher,D,39.3,California,83586.0,0,1956
118,District 10,1.0,Charles S. Gubser ,R,54.6,California,118715.0,1,1958
119,District 10,0.0,Russell B. Bryan,D,45.4,California,98894.0,0,1958
120,District 10,1.0,Charles S. Gubser ,R,58.9,California,170063.0,1,1960
121,District 10,0.0,Russell B. Bryan,D,41.1,California,118520.0,0,1960
122,District 10,1.0,Charles S. Gubser ,R,57.4,California,106419.0,1,1962
123,District 10,0.0,"James P. Thurber, Jr.",D,42.6,California,68885.0,0,1962
124,District 10,1.0,Charles S. Gubser ,R,63.1,California,151027.0,1,1964
125,District 10,0.0,E. Day Carman,D,36.9,California,88240.0,0,1964
126,District 10,1.0,Charles S. Gubser ,R,69.1,California,156549.0,1,1966
127,District 10,0.0,George Leppert,D,30.9,California,70013.0,0,1966
128,District 10,1.0,Charles S. Gubser ,R,67.3,California,160204.0,1,1968
129,District 10,0.0,Grayson S. Taketa,D,30.9,California,73530.0,0,1968
130,District 10,1.0,Charles S. Gubser ,R,62.0,California,135864.0,1,1970
131,District 10,0.0,Stuart. D. McLean,D,36.8,California,80530.0,0,1970
132,District 10,1.0,Charles S. Gubser ,R,64.6,California,139850.0,1,1972
133,District 10,0.0,B. Frank Gillette,D,35.4,California,76597.0,0,1972
134,District 10,1.0,Don Edwards ,D,77.0,California,86014.0,1,1974
135,District 10,0.0,Herb Smith,R,23.0,California,25678.0,0,1974
136,District 10,1.0,Don Edwards ,D,72.0,California,111992.0,1,1976
137,District 10,0.0,Herb Smith,R,24.5,California,38088.0,0,1976
138,District 10,1.0,Don Edwards ,D,67.1,California,84488.0,1,1978
139,District 10,0.0,Rudy Hansen,R,32.9,California,41374.0,0,1978
140,District 10,1.0,Don Edwards ,D,62.1,California,102231.0,1,1980
141,District 10,0.0,Joseph M. Lutton,R,27.9,California,45987.0,0,1980
142,District 10,1.0,Don Edwards ,D,62.7,California,77263.0,1,1982
143,District 10,0.0,Bob Herriott,R,33.7,California,41506.0,0,1982
144,District 10,1.0,Don Edwards ,D,62.4,California,102469.0,1,1984
145,District 10,0.0,Bob Herriott,R,34.3,California,56256.0,0,1984
146,District 10,1.0,Don Edwards ,D,70.5,California,84240.0,1,1986
147,District 10,0.0,Michael R. La Crone,R,26.6,California,31826.0,0,1986
148,District 10,1.0,Don Edwards ,D,86.2,California,142500.0,1,1988
149,District 10,1.0,Don Edwards ,D,62.7,California,81875.0,1,1990
150,District 10,0.0,Mark Patrosso,R,37.3,California,48747.0,0,1990
151,District 10,,Bill Baker,R,52.0,California,145702.0,1,1992
152,District 10,,Wendell H. Williams,D,48.0,California,134635.0,0,1992
153,District 10,1.0,Bill Baker ,R,59.3,California,138916.0,1,1994
154,District 10,0.0,Ellen Schwartz,D,38.65,California,90523.0,0,1994
155,District 10,,Ellen Tauscher,D,48.7,California,137726.0,1,1996
156,District 10,1.0,Bill Baker ,R,47.2,California,133633.0,0,1996
157,District 10,1.0,Ellen Tauscher ,D,53.46,California,127134.0,1,1998
158,District 10,0.0,Charles Ball,R,43.44,California,103299.0,0,1998
159,District 10,1.0,Ellen Tauscher ,D,52.7,California,160429.0,1,2000
160,District 10,0.0,"Claude B. Hutchison, Jr.",R,44.2,California,134863.0,0,2000
161,District 10,1.0,Ellen Tauscher ,D,75.6,California,123481.0,1,2002
162,District 10,1.0,Ellen Tauscher ,D,65.8,California,182750.0,1,2004
163,District 10,0.0,Jeff Ketelson,R,34.2,California,95349.0,0,2004
164,District 10,1.0,Ellen Tauscher ,D,66.5,California,130859.0,1,2006
165,District 10,0.0,Darcy Linn,R,33.5,California,66069.0,0,2006
166,District 10,0.0,Jeff Ketelson ,R,0.0,California,50.0,0,2006
167,District 10,1.0,Ellen Tauscher ,D,65.2,California,192226.0,1,2008
168,District 10,0.0,Nicholas Gerber,R,31.1,California,91877.0,0,2008
169,District 10,,John Garamendi,D,52.85,California,72817.0,1,2009
170,District 10,,David Harmer,R,42.83,California,59017.0,0,2009
171,District 10,1.0,John Garamendi ,D,58.9,California,137578.0,1,2010
172,District 10,0.0,Gary Clift,R,37.8,California,88512.0,0,2010
173,District 10,,Jeff Denham,R,52.7,California,110265.0,1,2012
174,District 10,,José Hernández,D,47.3,California,98934.0,0,2012
175,District 10,1.0,Jeff Denham ,R,56.0,California,70582.0,1,2014
176,District 10,0.0,Michael Eggman,D,44.0,California,55123.0,0,2014
177,District 10,1.0,Jeff Denham ,R,51.7,California,124671.0,1,2016
178,District 10,0.0,Michael Eggman,D,48.3,California,116470.0,0,2016
179,District 10,,Josh Harder,D,50.9,California,90263.0,1,2018
180,District 10,1.0,Jeff Denham ,R,49.1,California,86956.0,0,2018
181,District 32,,Pete Sessions,R,54.3,Texas,109859.0,1,2004
182,District 32,,Martin Frost,D,44.0,Texas,89030.0,0,2004
183,District 32,,Pete Sessions,R,56.4,Texas,71461.0,1,2006
184,District 32,,Will Pryor,D,41.3,Texas,52269.0,0,2006
185,District 32,,Pete Sessions,R,57.2,Texas,116165.0,1,2008
186,District 32,,Eric Roberson,D,40.6,Texas,82375.0,0,2008
187,District 32,,Pete Sessions,R,62.6,Texas,79433.0,1,2010
188,District 32,,Grier Raggio,D,34.9,Texas,44258.0,0,2010
189,District 32,,Pete Sessions,R,58.29,Texas,146129.0,1,2012
190,District 32,,Katherine Savers McGovern,D,39.44,Texas,98867.0,0,2012
191,District 32,,Pete Sessions,R,61.8,Texas,96420.0,1,2014
192,District 32,,Frank Perez,D,35.4,Texas,55281.0,0,2014
193,District 32,,Pete Sessions,R,71.07,Texas,162868.0,1,2016
194,District 32,,Colin Allred,D,52.2,Texas,142885.0,1,2018
195,District 32,,Pete Sessions,R,45.9,Texas,125600.0,0,2018
196,District 38,,Patrick M. Martin,R,55.9,California,68583.0,1,1962
197,District 38,1.0,Dalip Singh Saund ,D,44.1,California,54022.0,0,1962
198,District 38,,John V. Tunney,D,52.8,California,85661.0,1,1964
199,District 38,1.0,Patrick M. Martin ,R,47.2,California,76525.0,0,1964
200,District 38,1.0,John V. Tunney ,D,54.5,California,83216.0,1,1966
201,District 38,0.0,Robert O. Hunter,R,45.5,California,69444.0,0,1966
202,District 38,1.0,John V. Tunney ,D,62.8,California,121025.0,1,1968
203,District 38,0.0,Robert O. Hunter,R,35.4,California,68196.0,0,1968
204,District 38,,Victor Veysey,R,49.8,California,87479.0,1,1970
205,District 38,,David A. Tunno,D,48.8,California,85684.0,0,1970
206,District 38,1.0,"George Brown, Jr. ",D,56.3,California,77776.0,1,1972
207,District 38,0.0,Howard J. Snider,R,43.7,California,60379.0,0,1972
208,District 38,,Jerry M. Patterson,D,54.0,California,67299.0,1,1974
209,District 38,,David Rehmann,R,41.3,California,51509.0,0,1974
210,District 38,1.0,Jerry M. Patterson ,D,63.6,California,103317.0,1,1976
211,District 38,0.0,"James ""Jim"" Combs",R,36.4,California,59092.0,0,1976
212,District 38,1.0,Jerry M. Patterson ,D,58.6,California,75471.0,1,1978
213,District 38,0.0,Dan Goedeke,R,41.4,California,53298.0,0,1978
214,District 38,1.0,Jerry M. Patterson ,D,55.5,California,91880.0,1,1980
215,District 38,0.0,Art Jacobson,R,40.0,California,66256.0,0,1980
216,District 38,1.0,Jerry M. Patterson ,D,52.4,California,73914.0,1,1982
217,District 38,0.0,"William F. ""Bill"" Dohr",R,43.4,California,61279.0,0,1982
218,District 38,,Bob Dornan,R,53.2,California,86545.0,1,1984
219,District 38,1.0,Jerry M. Patterson ,D,45.0,California,73231.0,0,1984
220,District 38,1.0,Bob Dornan ,R,55.3,California,66032.0,1,1986
221,District 38,0.0,Richard H. Robinson,D,42.4,California,50625.0,0,1986
222,District 38,1.0,Bob Dornan ,R,59.5,California,87690.0,1,1988
223,District 38,0.0,Jerry Yudelson,D,35.6,California,52399.0,0,1988
224,District 38,1.0,Bob Dornan ,R,58.1,California,60561.0,1,1990
225,District 38,0.0,Barbara Jackson,D,41.9,California,43693.0,0,1990
226,District 38,,Steve Horn,R,48.6,California,92038.0,1,1992
227,District 38,,Evan Anderson Braude,D,43.4,California,82108.0,0,1992
228,District 38,1.0,Steve Horn ,R,58.47,California,85225.0,1,1994
229,District 38,0.0,Peter Mathews,D,36.83,California,53681.0,0,1994
230,District 38,1.0,Steve Horn ,R,52.6,California,88136.0,1,1996
231,District 38,0.0,Rick Zbur,D,42.8,California,71627.0,0,1996
232,District 38,1.0,Steve Horn ,R,52.93,California,88136.0,1,1998
233,District 38,0.0,Peter Mathews,D,44.31,California,71627.0,0,1998
234,District 38,0.0,Margherita Underhill ,R,0.01,California,17.0,0,1998
235,District 38,1.0,Steve Horn ,R,48.5,California,87266.0,1,2000
236,District 38,0.0,Gerrie Shcipske,D,47.5,California,85498.0,0,2000
237,District 38,1.0,Grace Napolitano ,D,71.2,California,62600.0,1,2002
238,District 38,0.0,Alex A. Burrola,R,26.2,California,23126.0,0,2002
239,District 38,1.0,Grace Napolitano ,D,100.0,California,116851.0,1,2004
240,District 38,1.0,Grace Napolitano ,D,75.4,California,75181.0,1,2006
241,District 38,0.0,Sidney W. Street,R,24.6,California,24620.0,0,2006
242,District 38,1.0,Grace Napolitano ,D,81.73,California,130211.0,1,2008
243,District 38,1.0,Grace Napolitano ,D,73.45,California,85459.0,1,2010
244,District 38,0.0,Robert Vaughn,R,26.55,California,30883.0,0,2010
245,District 38,1.0,Linda Sánchez ,D,67.5,California,145280.0,1,2012
246,District 38,0.0,Benjamin Campos,R,32.5,California,69807.0,0,2012
247,District 38,1.0,Linda Sánchez ,D,59.0,California,58192.0,1,2014
248,District 38,0.0,Benjamin Campos,R,41.0,California,40288.0,0,2014
249,District 38,1.0,Linda Sánchez ,D,70.5,California,163590.0,1,2016
250,District 38,0.0,Ryan Downing,R,29.5,California,68524.0,0,2016
251,District 1,,Jeff Miller,R,75.0,Florida,152635.0,1,2002
252,District 1,,Bert Oram,D,25.0,Florida,51972.0,0,2002
253,District 1,,Jeff Miller,R,77.0,Florida,236604.0,1,2004
254,District 1,,Mark S. Coutu,D,23.0,Florida,72506.0,0,2004
255,District 1,,Jeff Miller,R,69.0,Florida,135786.0,1,2006
256,District 1,,Jeff Miller,R,70.0,Florida,232559.0,1,2008
257,District 1,,James E. Bryan,D,30.0,Florida,98797.0,0,2008
258,District 1,,Jeff Miller,R,80.0,Florida,170821.0,1,2010
259,District 1,,Jeff Miller,R,70.0,Florida,238440.0,1,2012
260,District 1,,James E. Bryan,D,27.0,Florida,92961.0,0,2012
261,District 1,,Jeff Miller,R,70.0,Florida,165086.0,1,2014
262,District 1,,James E. Bryan,D,23.0,Florida,54976.0,0,2014
263,District 1,,Matt Gaetz,R,69.0,Florida,255107.0,1,2016
264,District 1,,Steven Specht,D,31.0,Florida,114079.0,0,2016
265,District 14,,Lauren Underwood,D,,Illinois,,0,2018
266,District 14,1.0,Randy Hultgren ,R,,Illinois,,0,2018
267,District 6,,Jeff Flake,R,65.94,Arizona,103094.0,1,2002
268,District 6,,Deborah Thomas,D,31.57,Arizona,49355.0,0,2002
269,District 6,,Jeff Flake,R,79.38,Arizona,202882.0,1,2004
270,District 6,,Jeff Flake,R,74.8,Arizona,152201.0,1,2006
271,District 6,,Jeff Flake,R,62.42,Arizona,208582.0,1,2008
272,District 6,,Rebecca Schneider,D,34.55,Arizona,115457.0,0,2008
273,District 6,,Jeff Flake,R,66.42,Arizona,165649.0,1,2010
274,District 6,,Rebecca Schneider,D,29.12,Arizona,72615.0,0,2010
275,District 6,,David Schweikert,R,61.3,Arizona,179706.0,1,2012
276,District 6,,Matt Jette,D,33.31,Arizona,97666.0,0,2012
277,District 6,,David Schweikert,R,64.86,Arizona,129578.0,1,2014
278,District 6,,John Williamson,D,35.14,Arizona,70198.0,0,2014
279,District 6,,David Schweikert,R,62.13,Arizona,201578.0,1,2016
280,District 6,,John Williamson,D,37.87,Arizona,122866.0,0,2016
281,At-Large,,Peter Plympton Smith,R,39.52,Vermont,82938.0,1,1990
282,At-Large,,Lewis E. Young,D,3.01,Vermont,6315.0,0,1990
283,At-Large,,Tim Philbin,R,30.86,Vermont,86901.0,1,1992
284,At-Large,,Lewis E. Young,D,7.91,Vermont,22279.0,0,1992
285,At-Large,,John Carroll,R,41.87,Vermont,98523.0,1,1994
286,At-Large,,Susan W. Sweetser,R,32.59,Vermont,82021.0,1,1996
287,At-Large,,Jack Long,D,9.36,Vermont,23830.0,0,1996
288,At-Large,,Mark Candon,R,32.88,Vermont,70740.0,1,1998
289,At-Large,,Karen Ann Kerin,R,18.34,Vermont,51977.0,1,2000
290,At-Large,,William Meub,R,32.32,Vermont,72813.0,1,2002
291,At-Large,,Greg Parke,R,24.35,Vermont,74271.0,1,2004
292,At-Large,,Larry Drown,D,7.11,Vermont,21684.0,0,2004
293,At-Large,,Peter Welch,D,53.22,Vermont,139815.0,1,2006
294,At-Large,,Martha Rainville,R,44.54,Vermont,117023.0,0,2006
295,At-Large,,Peter Welch,D,83.25,Vermont,248203.0,1,2008
296,At-Large,,Peter Welch,D,64.57,Vermont,154006.0,1,2010
297,At-Large,,Paul D. Beaudry,R,32.03,Vermont,76403.0,0,2010
298,At-Large,,Peter Welch,D,72.01,Vermont,208600.0,1,2012
299,At-Large,,Mark Donka,R,23.32,Vermont,67543.0,0,2012
300,District 7,,John Culberson,R,56.17,Texas,143542.0,1,2016
301,District 7,,James Cargas,D,43.83,Texas,111991.0,0,2016
302,District 7,,John Culberson,R,63.3,Texas,90606.0,1,2014
303,District 7,,James Cargas,D,34.5,Texas,49478.0,0,2014
304,District 7,,John Culberson,R,60.8,Texas,142477.0,1,2012
305,District 7,,James Cargas,D,36.4,Texas,85253.0,0,2012
306,District 7,,John Culberson,R,81.9,Texas,143665.0,1,2010
307,District 7,,John Culberson,R,55.9,Texas,162205.0,1,2008
308,District 7,,Michael Skelly,D,42.3,Texas,122832.0,0,2008
309,District 7,,John Culberson,R,59.2,Texas,99318.0,1,2006
310,District 7,,Jim Henley,D,38.5,Texas,64514.0,0,2006
311,District 7,,John Culberson,R,64.1,Texas,175440.0,1,2004
312,District 7,,John Martinez,D,33.3,Texas,91126.0,0,2004
313,District 8,,Milton J. Daniels,R,55.6,California,20135.0,1,1902
314,District 8,,William E. Smythe,D,40.8,California,15819.0,0,1902
315,District 8,,Sylvester C. Smith,R,55.6,California,23683.0,1,1904
316,District 8,,William T. Lucas,D,34.5,California,12861.0,0,1904
317,District 8,1.0,Sylvester C. Smith ,R,55.6,California,22548.0,1,1906
318,District 8,0.0,Charles A. Barlow,D,34.5,California,13992.0,0,1906
319,District 8,1.0,Sylvester C. Smith ,R,50.5,California,28202.0,1,1908
320,District 8,0.0,William G. Irving,D,33.9,California,18958.0,0,1908
321,District 8,1.0,Sylvester C. Smith ,R,50.5,California,28202.0,1,1910
322,District 8,0.0,William G. Irving,D,33.9,California,18958.0,0,1910
323,District 8,1.0,Everis A. Hayes ,R,50.9,California,29861.0,1,1912
324,District 8,0.0,James B. Holohan,D,35.2,California,20620.0,0,1912
325,District 8,1.0,Everis A. Hayes ,R,49.1,California,36499.0,1,1914
326,District 8,1.0,Everis A. Hayes ,R,68.6,California,50659.0,1,1916
327,District 8,,Hugh S. Hersman,D,53.0,California,31167.0,1,1918
328,District 8,1.0,Everis A. Hayes ,R,47.0,California,27641.0,0,1918
329,District 8,,Arthur M. Free,R,64.0,California,46823.0,1,1920
330,District 8,1.0,Hugh S. Hersman ,D,36.0,California,26311.0,0,1920
331,District 8,1.0,Arthur M. Free ,R,100.0,California,57926.0,1,1922
332,District 8,1.0,Arthur M. Free ,R,100.0,California,55713.0,1,1924
333,District 8,1.0,Arthur M. Free ,R,67.7,California,60384.0,1,1926
334,District 8,0.0,Philip G. Sheehy,D,32.3,California,28836.0,0,1926
335,District 8,1.0,Arthur M. Free ,R,68.0,California,80613.0,1,1928
336,District 8,0.0,Cecelia M. Casserly,D,32.0,California,37947.0,0,1928
337,District 8,1.0,Arthur M. Free ,R,100.0,California,93377.0,1,1930
338,District 8,,John J. McGrath,D,56.9,California,65455.0,1,1932
339,District 8,1.0,Arthur M. Free ,R,43.1,California,49487.0,0,1932
340,District 8,1.0,John J. McGrath ,D,100.0,California,107325.0,1,1934
341,District 8,1.0,John J. McGrath ,D,57.6,California,78557.0,1,1936
342,District 8,0.0,Alonzo L. Baker,R,43.4,California,57808.0,0,1936
343,District 8,,Jack Z. Anderson,R,55.0,California,84084.0,1,1938
344,District 8,1.0,John J. McGrath ,D,45.0,California,68681.0,0,1938
345,District 8,1.0,Jack Z. Anderson ,R,96.7,California,148180.0,1,1940
346,District 8,0.0,John J. McGrath ,D,0.1,California,37.0,0,1940
347,District 8,1.0,Jack Z. Anderson ,R,99.9,California,91536.0,1,1942
348,District 8,1.0,Jack Z. Anderson ,R,56.5,California,94218.0,1,1944
349,District 8,0.0,Arthur L. Johnson,D,43.5,California,72420.0,0,1944
350,District 8,1.0,Jack Z. Anderson ,R,100.0,California,113325.0,1,1946
351,District 8,1.0,Jack Z. Anderson ,R,79.9,California,161743.0,1,1948
352,District 8,1.0,Jack Z. Anderson ,R,83.1,California,168510.0,1,1950
353,District 8,1.0,George P. Miller ,D,100.0,California,156445.0,1,1952
354,District 8,1.0,George P. Miller ,D,65.4,California,101803.0,1,1954
355,District 8,0.0,Jessie M. Ritchie,R,34.6,California,53869.0,0,1954
356,District 8,1.0,George P. Miller ,D,65.6,California,136720.0,1,1956
357,District 8,0.0,Robert Lee Watkins,R,34.4,California,71700.0,0,1956
358,District 8,1.0,George P. Miller ,D,100.0,California,181437.0,1,1958
359,District 8,1.0,George P. Miller ,D,62.0,California,152476.0,1,1960
360,District 8,0.0,Robert E. Hannon,R,38.0,California,93403.0,0,1960
361,District 8,1.0,George P. Miller ,D,72.5,California,97014.0,1,1962
362,District 8,0.0,Harold Petersen,R,27.5,California,36810.0,0,1962
363,District 8,1.0,George P. Miller ,D,70.3,California,108771.0,1,1964
364,District 8,0.0,Donald E. McKay,R,29.7,California,46063.0,0,1964
365,District 8,1.0,George P. Miller ,D,65.4,California,92263.0,1,1966
366,District 8,0.0,Raymond P. Britton,R,34.6,California,48727.0,0,1966
367,District 8,1.0,George P. Miller ,D,64.0,California,104231.0,1,1968
368,District 8,0.0,Raymond P. Britton,R,36.0,California,58584.0,0,1968
369,District 8,1.0,George P. Miller ,D,69.0,California,104311.0,1,1970
370,District 8,0.0,Michael A. Crane,R,31.0,California,46872.0,0,1970
371,District 8,,Pete Stark,D,52.9,California,101024.0,1,1972
372,District 8,,"Lew M. Warden, Jr.",R,47.1,California,89948.0,0,1972
373,District 8,1.0,Ron Dellums ,D,56.6,California,93106.0,1,1974
374,District 8,0.0,Jack Redden,R,39.6,California,65432.0,0,1974
375,District 8,1.0,Ron Dellums ,D,62.1,California,122342.0,1,1976
