request,Election_Jurisdiction:token,Election_Jurisdiction:id,Election_Jurisdiction,Election_Year:token,Election_Year:id,Election_Year,General_Party:token,General_Party:id,General_Party,#_of_Records,Total_$
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=KY&y=2012&c-t-p=1,s,KY,KY,y,2012,2012,c-t-p,1,Democratic,3632,3590847.97
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WV&y=2010&c-t-p=1,s,WV,WV,y,2010,2010,c-t-p,1,Democratic,3297,3560963.28
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NM&y=2014&c-t-p=1,s,NM,NM,y,2014,2014,c-t-p,1,Democratic,5564,3513868.78
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MS&y=2012&c-t-p=2,s,MS,MS,y,2012,2012,c-t-p,2,Republican,3049,3500600.16
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=RI&y=2010&c-t-p=1,s,RI,RI,y,2010,2010,c-t-p,1,Democratic,3263,3497928.59
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NV&y=2018&c-t-p=1,s,NV,NV,y,2018,2018,c-t-p,1,Democratic,3998,3495016.13
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=RI&y=2012&c-t-p=1,s,RI,RI,y,2012,2012,c-t-p,1,Democratic,4673,3391401.15
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NE&y=2010&c-t-p=2,s,NE,NE,y,2010,2010,c-t-p,2,Republican,4516,3368884.52
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NY&y=2011&c-t-p=1,s,NY,NY,y,2011,2011,c-t-p,1,Democratic,2795,3313823.48
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=HI&y=2016&c-t-p=1,s,HI,HI,y,2016,2016,c-t-p,1,Democratic,3523,3304163.68
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ME&y=2018&c-t-p=1,s,ME,ME,y,2018,2018,c-t-p,1,Democratic,5291,3298232.15
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NY&y=2011&c-t-p=2,s,NY,NY,y,2011,2011,c-t-p,2,Republican,396,3288832.20
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MA&y=2014&c-t-p=2,s,MA,MA,y,2014,2014,c-t-p,2,Republican,3002,3270253.64
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=SD&y=2010&c-t-p=2,s,SD,SD,y,2010,2010,c-t-p,2,Republican,4140,3225779.58
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=SC&y=2017&c-t-p=2,s,SC,SC,y,2017,2017,c-t-p,2,Republican,1994,3222427.62
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=KS&y=2018&c-t-p=1,s,KS,KS,y,2018,2018,c-t-p,1,Democratic,5672,3186592.43
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ME&y=2018&c-t-p=2,s,ME,ME,y,2018,2018,c-t-p,2,Republican,2099,3184784.45
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=SC&y=2016&c-t-p=1,s,SC,SC,y,2016,2016,c-t-p,1,Democratic,2971,3172549.52
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=SC&y=2018&c-t-p=1,s,SC,SC,y,2018,2018,c-t-p,1,Democratic,4463,3163738.50
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CT&y=2014&c-t-p=2,s,CT,CT,y,2014,2014,c-t-p,2,Republican,2042,3128800.41
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=IN&y=2014&c-t-p=1,s,IN,IN,y,2014,2014,c-t-p,1,Democratic,4139,3110818.29
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NY&y=2016&c-t-p=3,s,NY,NY,y,2016,2016,c-t-p,3,Third-Party,70,3104768.15
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NY&y=2011&c-t-p=3,s,NY,NY,y,2011,2011,c-t-p,3,Third-Party,19,3091820.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NH&y=2014&c-t-p=2,s,NH,NH,y,2014,2014,c-t-p,2,Republican,2770,3073985.83
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=LA&y=2013&c-t-p=2,s,LA,LA,y,2013,2013,c-t-p,2,Republican,1534,3070318.06
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MO&y=2018&c-t-p=1,s,MO,MO,y,2018,2018,c-t-p,1,Democratic,5748,3032928.48
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=KS&y=2010&c-t-p=1,s,KS,KS,y,2010,2010,c-t-p,1,Democratic,5453,3032295.26
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=DE&y=2016&c-t-p=1,s,DE,DE,y,2016,2016,c-t-p,1,Democratic,3789,3009169.76
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=TN&y=2012&c-t-p=1,s,TN,TN,y,2012,2012,c-t-p,1,Democratic,3663,2972377.57
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MT&y=2018&c-t-p=1,s,MT,MT,y,2018,2018,c-t-p,1,Democratic,4619,2914531.81
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=TN&y=2014&c-t-p=1,s,TN,TN,y,2014,2014,c-t-p,1,Democratic,2746,2867890.21
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MD&y=2014&c-t-p=2,s,MD,MD,y,2014,2014,c-t-p,2,Republican,5611,2862078.77
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=UT&y=2012&c-t-p=1,s,UT,UT,y,2012,2012,c-t-p,1,Democratic,2232,2857575.46
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AR&y=2014&c-t-p=1,s,AR,AR,y,2014,2014,c-t-p,1,Democratic,3967,2850585.67
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=SD&y=2012&c-t-p=2,s,SD,SD,y,2012,2012,c-t-p,2,Republican,3977,2785601.57
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=HI&y=2010&c-t-p=2,s,HI,HI,y,2010,2010,c-t-p,2,Republican,3235,2766560.01
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ND&y=2010&c-t-p=1,s,ND,ND,y,2010,2010,c-t-p,1,Democratic,2712,2751527.92
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CA&y=2011&c-t-p=1,s,CA,CA,y,2011,2011,c-t-p,1,Democratic,2284,2719728.37
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MT&y=2016&c-t-p=1,s,MT,MT,y,2016,2016,c-t-p,1,Democratic,9383,2707063.20
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WY&y=2016&c-t-p=2,s,WY,WY,y,2016,2016,c-t-p,2,Republican,1686,2701895.18
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=RI&y=2016&c-t-p=1,s,RI,RI,y,2016,2016,c-t-p,1,Democratic,3723,2647412.90
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ME&y=2014&c-t-p=1,s,ME,ME,y,2014,2014,c-t-p,1,Democratic,4270,2629208.66
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NM&y=2014&c-t-p=2,s,NM,NM,y,2014,2014,c-t-p,2,Republican,2481,2612764.81
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MO&y=2016&c-t-p=1,s,MO,MO,y,2016,2016,c-t-p,1,Democratic,3918,2578956.28
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ID&y=2010&c-t-p=1,s,ID,ID,y,2010,2010,c-t-p,1,Democratic,2545,2578199.93
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=SC&y=2014&c-t-p=1,s,SC,SC,y,2014,2014,c-t-p,1,Democratic,2009,2522445.04
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NE&y=2016&c-t-p=1,s,NE,NE,y,2016,2016,c-t-p,1,Democratic,4129,2522274.46
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=RI&y=2012&c-t-p=2,s,RI,RI,y,2012,2012,c-t-p,2,Republican,2273,2513960.32
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=LA&y=2010&c-t-p=1,s,LA,LA,y,2010,2010,c-t-p,1,Democratic,2815,2418574.76
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AL&y=2018&c-t-p=1,s,AL,AL,y,2018,2018,c-t-p,1,Democratic,2492,2415466.48
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NM&y=2012&c-t-p=2,s,NM,NM,y,2012,2012,c-t-p,2,Republican,2644,2412129.66
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=RI&y=2014&c-t-p=1,s,RI,RI,y,2014,2014,c-t-p,1,Democratic,3049,2411181.17
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=RI&y=2018&c-t-p=1,s,RI,RI,y,2018,2018,c-t-p,1,Democratic,3365,2393413.89
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=SD&y=2016&c-t-p=2,s,SD,SD,y,2016,2016,c-t-p,2,Republican,2596,2370578.03
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ID&y=2018&c-t-p=2,s,ID,ID,y,2018,2018,c-t-p,2,Republican,2300,2315429.03
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=SD&y=2014&c-t-p=2,s,SD,SD,y,2014,2014,c-t-p,2,Republican,3661,2304288.25
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ND&y=2010&c-t-p=2,s,ND,ND,y,2010,2010,c-t-p,2,Republican,2252,2295864.30
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=OK&y=2012&c-t-p=1,s,OK,OK,y,2012,2012,c-t-p,1,Democratic,3228,2286252.22
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ME&y=2012&c-t-p=1,s,ME,ME,y,2012,2012,c-t-p,1,Democratic,2848,2229568.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=SC&y=2013&c-t-p=1,s,SC,SC,y,2013,2013,c-t-p,1,Democratic,2856,2223170.60
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ID&y=2010&c-t-p=2,s,ID,ID,y,2010,2010,c-t-p,2,Republican,2516,2219787.96
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MS&y=2016&c-t-p=2,s,MS,MS,y,2016,2016,c-t-p,2,Republican,1754,2197817.28
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MS&y=2018&c-t-p=2,s,MS,MS,y,2018,2018,c-t-p,2,Republican,2137,2193760.38
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NH&y=2018&c-t-p=2,s,NH,NH,y,2018,2018,c-t-p,2,Republican,1393,2185123.95
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AL&y=2013&c-t-p=2,s,AL,AL,y,2013,2013,c-t-p,2,Republican,2178,2180344.95
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WV&y=2018&c-t-p=1,s,WV,WV,y,2018,2018,c-t-p,1,Democratic,2634,2171642.51
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ME&y=2010&c-t-p=1,s,ME,ME,y,2010,2010,c-t-p,1,Democratic,2316,2170324.64
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=DE&y=2010&c-t-p=2,s,DE,DE,y,2010,2010,c-t-p,2,Republican,1109,2163255.28
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=DE&y=2010&c-t-p=1,s,DE,DE,y,2010,2010,c-t-p,1,Democratic,2804,2125221.11
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=SD&y=2010&c-t-p=1,s,SD,SD,y,2010,2010,c-t-p,1,Democratic,2153,2076336.70
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=TN&y=2018&c-t-p=1,s,TN,TN,y,2018,2018,c-t-p,1,Democratic,4942,2044229.21
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ID&y=2012&c-t-p=2,s,ID,ID,y,2012,2012,c-t-p,2,Republican,1961,2035108.89
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ME&y=2014&c-t-p=2,s,ME,ME,y,2014,2014,c-t-p,2,Republican,2474,2005288.70
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=OK&y=2010&c-t-p=1,s,OK,OK,y,2010,2010,c-t-p,1,Democratic,1848,1986304.07
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=LA&y=2016&c-t-p=1,s,LA,LA,y,2016,2016,c-t-p,1,Democratic,1148,1936006.52
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NM&y=2016&c-t-p=2,s,NM,NM,y,2016,2016,c-t-p,2,Republican,1696,1917083.99
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=KY&y=2014&c-t-p=1,s,KY,KY,y,2014,2014,c-t-p,1,Democratic,2439,1908881.61
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CA&y=2014&c-t-p=3,s,CA,CA,y,2014,2014,c-t-p,3,Third-Party,2340,1889309.07
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=HI&y=2018&c-t-p=1,s,HI,HI,y,2018,2018,c-t-p,1,Democratic,5892,1887795.21
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=UT&y=2018&c-t-p=1,s,UT,UT,y,2018,2018,c-t-p,1,Democratic,1890,1855834.91
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=UT&y=2010&c-t-p=1,s,UT,UT,y,2010,2010,c-t-p,1,Democratic,1295,1855188.24
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=LA&y=2014&c-t-p=1,s,LA,LA,y,2014,2014,c-t-p,1,Democratic,1617,1831646.61
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NH&y=2016&c-t-p=2,s,NH,NH,y,2016,2016,c-t-p,2,Republican,1509,1825338.05
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MT&y=2012&c-t-p=2,s,MT,MT,y,2012,2012,c-t-p,2,Republican,3082,1824944.39
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NY&y=2009&c-t-p=2,s,NY,NY,y,2009,2009,c-t-p,2,Republican,1478,1824394.46
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NM&y=2018&c-t-p=2,s,NM,NM,y,2018,2018,c-t-p,2,Republican,1642,1791395.85
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AL&y=2016&c-t-p=1,s,AL,AL,y,2016,2016,c-t-p,1,Democratic,1323,1773534.24
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CA&y=2011&c-t-p=2,s,CA,CA,y,2011,2011,c-t-p,2,Republican,711,1773236.76
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MO&y=2014&c-t-p=1,s,MO,MO,y,2014,2014,c-t-p,1,Democratic,1363,1760229.70
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NY&y=2009&c-t-p=3,s,NY,NY,y,2009,2009,c-t-p,3,Third-Party,1155,1753601.55
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MT&y=2014&c-t-p=1,s,MT,MT,y,2014,2014,c-t-p,1,Democratic,3905,1722347.09
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MS&y=2012&c-t-p=1,s,MS,MS,y,2012,2012,c-t-p,1,Democratic,1136,1722111.80
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=IL&y=2015&c-t-p=2,s,IL,IL,y,2015,2015,c-t-p,2,Republican,1445,1711577.03
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MA&y=2018&c-t-p=2,s,MA,MA,y,2018,2018,c-t-p,2,Republican,1422,1704890.06
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ND&y=2012&c-t-p=2,s,ND,ND,y,2012,2012,c-t-p,2,Republican,1640,1696693.27
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AL&y=2014&c-t-p=1,s,AL,AL,y,2014,2014,c-t-p,1,Democratic,1506,1693159.07
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AR&y=2018&c-t-p=1,s,AR,AR,y,2018,2018,c-t-p,1,Democratic,2905,1666022.28
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=SD&y=2018&c-t-p=2,s,SD,SD,y,2018,2018,c-t-p,2,Republican,2448,1661967.01
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MT&y=2012&c-t-p=1,s,MT,MT,y,2012,2012,c-t-p,1,Democratic,3011,1636715.41
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NV&y=2018&c-t-p=2,s,NV,NV,y,2018,2018,c-t-p,2,Republican,1565,1630683.92
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NE&y=2018&c-t-p=1,s,NE,NE,y,2018,2018,c-t-p,1,Democratic,7374,1609440.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WV&y=2012&c-t-p=1,s,WV,WV,y,2012,2012,c-t-p,1,Democratic,2629,1574413.76
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AR&y=2012&c-t-p=1,s,AR,AR,y,2012,2012,c-t-p,1,Democratic,1603,1562654.78
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MD&y=2018&c-t-p=2,s,MD,MD,y,2018,2018,c-t-p,2,Republican,1640,1543281.69
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=UT&y=2017&c-t-p=2,s,UT,UT,y,2017,2017,c-t-p,2,Republican,1020,1542418.60
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MT&y=2018&c-t-p=2,s,MT,MT,y,2018,2018,c-t-p,2,Republican,1495,1534427.34
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ID&y=2016&c-t-p=2,s,ID,ID,y,2016,2016,c-t-p,2,Republican,1204,1513217.04
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ND&y=2014&c-t-p=2,s,ND,ND,y,2014,2014,c-t-p,2,Republican,1270,1511970.45
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NH&y=2016&c-t-p=3,s,NH,NH,y,2016,2016,c-t-p,3,Third-Party,581,1505971.43
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=RI&y=2010&c-t-p=3,s,RI,RI,y,2010,2010,c-t-p,3,Third-Party,1291,1492527.74
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=DE&y=2012&c-t-p=1,s,DE,DE,y,2012,2012,c-t-p,1,Democratic,1640,1481615.73
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=SC&y=2017&c-t-p=1,s,SC,SC,y,2017,2017,c-t-p,1,Democratic,1687,1448889.35
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ND&y=2016&c-t-p=2,s,ND,ND,y,2016,2016,c-t-p,2,Republican,1139,1424440.42
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=TN&y=2016&c-t-p=1,s,TN,TN,y,2016,2016,c-t-p,1,Democratic,1300,1414150.79
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=UT&y=2014&c-t-p=1,s,UT,UT,y,2014,2014,c-t-p,1,Democratic,2199,1375673.92
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=LA&y=2018&c-t-p=1,s,LA,LA,y,2018,2018,c-t-p,1,Democratic,955,1371022.94
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=KS&y=2014&c-t-p=1,s,KS,KS,y,2014,2014,c-t-p,1,Democratic,3272,1346213.39
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=UT&y=2010&c-t-p=2,s,UT,UT,y,2010,2010,c-t-p,2,Republican,1513,1333829.68
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NE&y=2014&c-t-p=1,s,NE,NE,y,2014,2014,c-t-p,1,Democratic,2437,1321609.43
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AL&y=2012&c-t-p=1,s,AL,AL,y,2012,2012,c-t-p,1,Democratic,1263,1308114.38
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MT&y=2010&c-t-p=2,s,MT,MT,y,2010,2010,c-t-p,2,Republican,1716,1298890.49
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=VT&y=2012&c-t-p=1,s,VT,VT,y,2012,2012,c-t-p,1,Democratic,2310,1264759.26
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MS&y=2014&c-t-p=1,s,MS,MS,y,2014,2014,c-t-p,1,Democratic,841,1208137.56
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CA&y=2009&c-t-p=2,s,CA,CA,y,2009,2009,c-t-p,2,Republican,1333,1199899.41
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NY&y=2015&c-t-p=2,s,NY,NY,y,2015,2015,c-t-p,2,Republican,1062,1190039.21
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=KS&y=2016&c-t-p=3,s,KS,KS,y,2016,2016,c-t-p,3,Third-Party,1494,1173122.82
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=DE&y=2014&c-t-p=1,s,DE,DE,y,2014,2014,c-t-p,1,Democratic,1148,1169712.74
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=KY&y=2016&c-t-p=1,s,KY,KY,y,2016,2016,c-t-p,1,Democratic,1467,1167544.77
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=VT&y=2014&c-t-p=1,s,VT,VT,y,2014,2014,c-t-p,1,Democratic,2111,1145343.36
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AK&y=2010&c-t-p=2,s,AK,AK,y,2010,2010,c-t-p,2,Republican,1365,1119879.55
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NE&y=2010&c-t-p=1,s,NE,NE,y,2010,2010,c-t-p,1,Democratic,2113,1112074.95
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AK&y=2016&c-t-p=2,s,AK,AK,y,2016,2016,c-t-p,2,Republican,1026,1094747.03
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AK&y=2016&c-t-p=1,s,AK,AK,y,2016,2016,c-t-p,1,Democratic,1965,1088730.59
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MS&y=2016&c-t-p=1,s,MS,MS,y,2016,2016,c-t-p,1,Democratic,786,1087314.54
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MO&y=2013&c-t-p=2,s,MO,MO,y,2013,2013,c-t-p,2,Republican,1502,1083141.52
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=HI&y=2014&c-t-p=2,s,HI,HI,y,2014,2014,c-t-p,2,Republican,1177,1057047.57
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ME&y=2010&c-t-p=2,s,ME,ME,y,2010,2010,c-t-p,2,Republican,1588,1025300.34
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MS&y=2018&c-t-p=1,s,MS,MS,y,2018,2018,c-t-p,1,Democratic,1941,1024216.67
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ME&y=2012&c-t-p=2,s,ME,ME,y,2012,2012,c-t-p,2,Republican,1371,1013718.30
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=HI&y=2010&c-t-p=1,s,HI,HI,y,2010,2010,c-t-p,1,Democratic,1178,1008618.56
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=KS&y=2017&c-t-p=2,s,KS,KS,y,2017,2017,c-t-p,2,Republican,1127,1006261.16
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AK&y=2012&c-t-p=2,s,AK,AK,y,2012,2012,c-t-p,2,Republican,1017,997571.40
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=SD&y=2012&c-t-p=1,s,SD,SD,y,2012,2012,c-t-p,1,Democratic,2102,982865.25
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=VT&y=2010&c-t-p=1,s,VT,VT,y,2010,2010,c-t-p,1,Democratic,3183,981203.08
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=VT&y=2016&c-t-p=1,s,VT,VT,y,2016,2016,c-t-p,1,Democratic,2831,977310.10
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=KS&y=2017&c-t-p=1,s,KS,KS,y,2017,2017,c-t-p,1,Democratic,1126,953935.66
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ND&y=2012&c-t-p=1,s,ND,ND,y,2012,2012,c-t-p,1,Democratic,1765,950129.79
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=FL&y=2010&c-t-p=3,s,FL,FL,y,2010,2010,c-t-p,3,Third-Party,829,937411.43
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=DE&y=2018&c-t-p=1,s,DE,DE,y,2018,2018,c-t-p,1,Democratic,881,936644.66
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ND&y=2014&c-t-p=1,s,ND,ND,y,2014,2014,c-t-p,1,Democratic,1525,932410.04
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=LA&y=2012&c-t-p=1,s,LA,LA,y,2012,2012,c-t-p,1,Democratic,898,925444.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WV&y=2016&c-t-p=1,s,WV,WV,y,2016,2016,c-t-p,1,Democratic,760,903682.76
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=KS&y=2016&c-t-p=1,s,KS,KS,y,2016,2016,c-t-p,1,Democratic,1268,867269.41
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=RI&y=2010&c-t-p=2,s,RI,RI,y,2010,2010,c-t-p,2,Republican,1048,866637.82
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AK&y=2018&c-t-p=2,s,AK,AK,y,2018,2018,c-t-p,2,Republican,744,834247.02
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NV&y=2011&c-t-p=2,s,NV,NV,y,2011,2011,c-t-p,2,Republican,710,829535.40
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NV&y=2011&c-t-p=1,s,NV,NV,y,2011,2011,c-t-p,1,Democratic,850,824590.30
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WY&y=2018&c-t-p=2,s,WY,WY,y,2018,2018,c-t-p,2,Republican,490,808759.89
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NY&y=2014&c-t-p=3,s,NY,NY,y,2014,2014,c-t-p,3,Third-Party,280,794918.33
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=UT&y=2017&c-t-p=1,s,UT,UT,y,2017,2017,c-t-p,1,Democratic,875,788329.22
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=UT&y=2016&c-t-p=1,s,UT,UT,y,2016,2016,c-t-p,1,Democratic,470,762228.82
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AK&y=2014&c-t-p=2,s,AK,AK,y,2014,2014,c-t-p,2,Republican,745,726777.16
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=HI&y=2012&c-t-p=2,s,HI,HI,y,2012,2012,c-t-p,2,Republican,1003,691006.23
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NE&y=2012&c-t-p=1,s,NE,NE,y,2012,2012,c-t-p,1,Democratic,1293,687205.71
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=VT&y=2018&c-t-p=1,s,VT,VT,y,2018,2018,c-t-p,1,Democratic,1162,651975.89
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WY&y=2012&c-t-p=2,s,WY,WY,y,2012,2012,c-t-p,2,Republican,760,631391.54
